year,month,rank,song_title,artist_name
2002,12,68,SEVENTEEN,LADYTRON
2002,12,69,OBSESSIONS,SUEDE
2002,12,70,GOT TO HAVE YOUR LOVE,LIBERTY X
2002,12,71,CLEANIN' OUT MY CLOSET,EMINEM
2002,12,72,BECAUSE THE NIGHT,JAN WAYNE
2002,12,73,LET THE DRUMS SPEAK,MIGHTY DUB KATZ
2002,12,74,THERE BY THE GRACE OF GOD,MANIC STREET PREACHERS
2002,12,75,LUV U BETTER,LL COOL J
2002,12,76,OBSESSION,TIESTO & JUNKIE XL
2002,12,77,GANGSTA LOVIN',EVE 
2002,12,78,DOWN 4 U,IRV GOTTI PTS
2002,12,79,I LOVE IT WHEN WE DO,RONAN KEATING
2002,12,80,DROWNING,CRAZY TOWN
2002,12,81,SPOKESMAN/TELL ME,GOLDFINGER
2002,12,82,CROSSROADS,BLAZIN' SQUAD
2002,12,83,BROKEN,LUSTRAL
2002,12,84,IGNITION,DJ SPOKE
2002,12,85,SUMMER CALLING,ANDAIN
2002,12,86,FAMILY PORTRAIT,PINK
2002,12,87,SOMETHING'S GOING ON,A
2002,12,88,CONFUSION,ARTHUR BAKER VS NEW ORDER
2002,12,89,DUST,POLEFOLDER & CP
2002,12,90,ORDINARY DAY,VANESSA CARLTON
2002,12,91,EVERYDAY,BON JOVI
2002,12,92,ELEVATION (MOVE YOUR BODY) 2002,XPANSIONS
2002,12,93,ROCK UR BODY/SOUNDS IN THE AIR,Z FACTOR
2002,12,94,TAKE IT/THE LATIN THING,TWISTED ANGER 
2002,12,95,CHECK THE MEANING,RICHARD ASHCRO
2002,12,96,COFFEE BEATS,DEL GADO
2002,12,97,CRY,FAITH HILL
2002,12,98,STAY,ALPHAZONE
2002,12,99,DON'T MUG YOURSELF,STREETS
2002,12,100,DY-NA-MI-TEE,MS DYNAMITE
2003,1,1,SOUND OF THE UNDERGROUND,GIRLS ALOUD
2003,1,2,CHEEKY SONG (TOUCH MY BUM),CHEEKY GIRLS
2003,1,3,SACRED TRUST/AFTER YOU'RE GONE,ONE TRUE VOICE
2003,1,4,SORRY SEEMS TO BE THE HARDEST WORD,BLUE 
2003,1,5,LOSE YOURSELF,EMINEM
2003,1,6,IF YOU'RE NOT THE ONE,DANIEL BEDINGFIELD
2003,1,7,YOU'RE A SUPERSTAR,LOVE INC.
2003,1,8,THE KETCHUP SONG (ASEREJE),LAS KETCHUP
2003,1,9,SK8ER BOI,AVRIL LAVIGNE
2003,1,10,FEEL,ROBBIE WILLIAMS
2003,1,11,DILEMMA,NELLY 
2003,1,12,PUPPY LOVE/SLEIGH RIDE,S CLUB JUNIORS
2003,1,13,WE'VE GOT TONIGHT,RONAN KEATING 
2003,1,14,FAMILY PORTRAIT,PINK
2003,1,15,LAST GOODBYE/BE WITH YOU,ATOMIC KITTEN
2003,1,16,WHAT MY HEART WANTS TO SAY,GARETH GATES
2003,1,17,HOLDING ON FOR YOU,LIBERTY X
2003,1,18,JENNY FROM THE BLOCK,JENNIFER LOPEZ
2003,1,19,THUG LOVIN',JA RULE 
2003,1,20,HEAVEN,DJ SAMMY AND YANOU 
2003,1,21,SCORPIO RISING,DEATH IN VEGAS
2003,1,22,NAUGHTY GIRL,HOLLY VALANCE
2003,1,23,UNITED STATES OF WHATEVER,LIAM LYNCH
2003,1,24,NU FLOW,BIG BROVAZ
2003,1,25,I THINK WE'RE ALONE NOW,PASCAL 
2003,1,26,DON'T LET ME DOWN/YOU AND I,WILL YOUNG
2003,1,27,STRONGER/ANGELS WITH DIRTY FACES,SUGABABES
2003,1,28,RUSHES,DARIUS
2003,1,29,NOTHING SACRED - A SONG FOR KIRSTY,RUSSELL WATSON
2003,1,30,IT'S A RAINBOW,RAINBOW (GEORGE & ZIPPY)
2003,1,31,LIKE I LOVE YOU,JUSTIN TIMBERLAKE
2003,1,32,DIRRTY,CHRISTINA AGUILERA 
2003,1,33,I'M GONNA GETCHA GOOD,SHANIA TWAIN
2003,1,34,DIE ANOTHER DAY,MADONNA
2003,1,35,ALIVE,S CLUB
2003,1,36,LOVE ON THE LINE,BLAZIN' SQUAD
2003,1,37,UNBREAKABLE,WESTLIFE
2003,1,38,MAYBE,ENRIQUE IGLESIAS
2003,1,39,PUT HIM OUT,MS DYNAMITE
2003,1,40,ONE LOVE,BLUE
2003,1,41,POSSE (I NEED YOU ON THE FLOOR),SCOOTER
2003,1,42,THROUGH THE RAIN,MARIAH CAREY
2003,1,43,WORK IT,MISSY ELLIOTT
2003,1,44,TELL ME WHY,DECLAN 
2003,1,45,COME INTO MY WORLD,KYLIE MINOGUE
2003,1,46,MISUNDERSTOOD,BON JOVI
2003,1,47,OBJECTION (TANGO),SHAKIRA
2003,1,48,PUT THE NEEDLE ON IT,DANNII MINOGUE
2003,1,49,HAPPY,ASHANTI
2003,1,50,THE LONG AND WINDING ROAD/SUSPICIOUS,WILL YOUNG & GARETH GATES
2003,1,51,OCEAN OF ETERNITY,FUTURE BREEZE
2003,1,52,WHAT'S YOUR FLAVA,CRAIG DAVID
2003,1,53,STILL WAITING,SUM 41
2003,1,54,RHINESTONE COWBOY (GIDDY UP GIDDY UP),RIKKI & DAZ 
2003,1,55,MUSIC GETS THE BEST OF ME,SOPHIE ELLIS BEXTOR
2003,1,56,PRAY,LASGO
2003,1,57,STOLE,KELLY ROWLAND
2003,1,58,ALL OUT OF LOVE,H & CLAIRE
2003,1,59,MUNDIAN TO BACH KE,PANJABI MC
2003,1,60,THE SCIENTIST,COLDPLAY
2003,1,61,ELECTRICAL STORM,U2
2003,1,62,THE OTHER SIDE,DAVID GRAY
2003,1,63,I MISS YOU,DARREN HAYES
2003,1,64,DON'T STOP,ROLLING STONES
2003,1,65,BLOW YOUR MIND (I AM THE WOMAN),LISA PIN-UP
2003,1,66,DOWN BOY,HOLLY VALANCE
2003,1,67,CLEANIN' OUT MY CLOSET,EMINEM
2003,1,68,FROM THA CHUUUCH TO DA PALACE,SNOOP DOGG
2003,1,69,UNCHAINED MELODY,GARETH GATES
2003,1,70,THE GAME OF LOVE,SANTANA 
2003,1,71,SO MUCH LOVE TO GIVE,THOMAS BANGALTER
2003,1,72,NEW DIRECTION,S CLUB JUNIORS
2003,1,73,GIRLFRIEND,ALICIA KEYS
2003,1,74,THE ZEPHYR SONG,RED HOT CHILI PEPPERS
2003,1,75,I LOVE IT WHEN WE DO,RONAN KEATING
2003,1,76,WOLF,SHY FX
2003,1,77,LIVE IS LIFE,HERMES HOUSE BAND & DJ OTZI
2003,1,78,WHAT I GO TO SCHOOL FOR,BUSTED
2003,1,79,IT'S ALL GRAVY,ROMEO 
2003,1,80,GOT TO HAVE YOUR LOVE,LIBERTY X
2003,1,81,DOWN 4 U,IRV GOTTI PTS
2003,1,82,HEY SEXY LADY,SHAGGY
2003,1,83,HEART OF GOLD,KELLY LLORENNA
2003,1,84,ALL MY LIFE,FOO FIGHTERS
2003,1,85,PAPA DON'T PREACH,KELLY OSBOURNE
2003,1,86,LK (CAROLINA CAROL BELA),DJ MARKY AND XRS
2003,1,87,I'M RIGHT HERE,SAMANTHA MUMBA
2003,1,88,LITTLE BY LITTLE/SHE IS LOVE,OASIS
2003,1,89,THE WOLF,DAVE CLARKE
2003,1,90,CROSSROADS,BLAZIN' SQUAD
2003,1,91,LUV U BETTER,LL COOL J
2003,1,92,COLOURBLIND,DARIUS
2003,1,93,LOVE TO SEE YOU CRY,ENRIQUE IGLESIAS
2003,1,94,EVERYDAY,BON JOVI
2003,1,95,ADDICTIVE,TRUTH HURTS 
2003,1,96,BOYS OF SUMMER,DJ SAMMY
2003,1,97,YOUR SONG,ELTON JOHN & ALESSANDRO SAFINA
2003,1,98,BECAUSE THE NIGHT,JAN WAYNE
2003,1,99,AUTOMATIC HIGH,S CLUB JUNIORS
2003,1,100,IN MY HEART IS WHERE YOU BELONG,NATALIE JAMES
2003,2,1,STOP LIVING THE LIE,DAVID SNEDDON
2003,2,2,03 BONNIE & CLYDE,JAY-Z 
2003,2,3,THE OPERA SONG (BRAVE NEW WORLD),JURGEN VRIES 
2003,2,4,YEAR 3000,BUSTED
2003,2,5,SOUND OF THE UNDERGROUND,GIRLS ALOUD
2003,2,6,LOSE YOURSELF,EMINEM
2003,2,7,MUNDIAN TO BACH KE,PANJABI MC
2003,2,8,IF YOU'RE NOT THE ONE,DANIEL BEDINGFIELD
2003,2,9,TRUE,JAIMESON 
2003,2,10,HIDDEN AGENDA,CRAIG DAVID
2003,2,11,DANGER HIGH VOLTAGE,ELECTRIC SIX
2003,2,12,CHEEKY SONG (TOUCH MY BUM),CHEEKY GIRLS
2003,2,13,LOVE STORY (VS FINALLY),LAYO & BUSHWACKA
2003,2,14,YOU'RE A SUPERSTAR,LOVE INC.
2003,2,15,THE WAY (PUT YOUR HAND IN MY HAND),DIVINE INSPIRATION
2003,2,16,NICE WEATHER FOR DUCKS,LEMON JELLY
2003,2,17,STORMY IN THE NORTH KARMA IN THE SOUTH,WILDHEARTS
2003,2,18,JUST THE WAY I'M FEELING,FEEDER
2003,2,19,CRUSH,DARREN HAYES
2003,2,20,SK8ER BOI,AVRIL LAVIGNE
2003,2,21,SORRY SEEMS TO BE THE HARDEST WORD,BLUE 
2003,2,22,TREAT ME LIKE A LADY,ZOE BIRKETT
2003,2,23,PLEASE,ROBIN GIBB
2003,2,24,COCHISE,AUDIOSLAVE
2003,2,25,DILEMMA,NELLY 
2003,2,26,FIX MY SINK,DJ SNEAK 
2003,2,27,SACRED TRUST/AFTER YOU'RE GONE,ONE TRUE VOICE
2003,2,28,YOU DROVE ME TO IT,HELL IS FOR HEROES
2003,2,29,THE KETCHUP SONG (ASEREJE),LAS KETCHUP
2003,2,30,FEEL,ROBBIE WILLIAMS
2003,2,31,FAMILY PORTRAIT,PINK
2003,2,32,FREELOADER,DRI
2003,2,33,YOSHIMI BATTLES THE PINK ROBOTS PT 1,FLAMING LIPS
2003,2,34,DINOSAUR ADVENTURE 3D,UNDERWORLD
2003,2,35,WE'VE GOT TONIGHT,RONAN KEATING 
2003,2,36,HEAVEN,DJ SAMMY AND YANOU 
2003,2,37,A LITTLE BIT,ROSIE RIBBONS
2003,2,38,I WANNA DANCE WITH SOMEBODY,FLIP & FILL
2003,2,39,LAST GOODBYE/BE WITH YOU,ATOMIC KITTEN
2003,2,40,SCIENCE OF SILENCE,RICHARD ASHCRO
2003,2,41,HOLDING ON FOR YOU,LIBERTY X
2003,2,42,TIMES LIKE THESE,FOO FIGHTERS
2003,2,43,SOLSBURY HILL,ERASURE
2003,2,44,ALL THE THINGS SHE SAID,TATU
2003,2,45,INNER LIFE,DECOY AND ROY
2003,2,46,THUG LOVIN',JA RULE 
2003,2,47,I'M GONNA GETCHA GOOD,SHANIA TWAIN
2003,2,48,MISSING YOU,LUCY CARR
2003,2,49,WE DON'T CARE,AUDIOBULLYS
2003,2,50,NAUGHTY GIRL,HOLLY VALANCE
2003,2,51,TIME FOR HEROES,LIBERTINES
2003,2,52,COME ON OVER,JOHN SILVER
2003,2,53,UNITED STATES OF WHATEVER,LIAM LYNCH
2003,2,54,JENNY FROM THE BLOCK,JENNIFER LOPEZ
2003,2,55,REACT,ERICK SERMON 
2003,2,56,THE BEAT GOES ON,BOB SINCLAIR
2003,2,57,FORTRESS EUROPE,ASIAN DUB FOUNDATION
2003,2,58,MADE YOU LOOK,NAS
2003,2,59,NU FLOW,BIG BROVAZ
2003,2,60,LOVE ON THE LINE,BLAZIN' SQUAD
2003,2,61,LIKE I LOVE YOU,JUSTIN TIMBERLAKE
2003,2,62,STRONGER/ANGELS WITH DIRTY FACES,SUGABABES
2003,2,63,DIE ANOTHER DAY,MADONNA
2003,2,64,WHAT MY HEART WANTS TO SAY,GARETH GATES
2003,2,65,BORN AGAIN,BADLY DRAWN BOY
2003,2,66,HEAVEN IS CLOSER (FEELS LIKE HEAVEN),DARIO G
2003,2,67,THE WAVE/RAGING,COSMIC GATE
2003,2,68,SCORPIO RISING,DEATH IN VEGAS
2003,2,69,LAND OF THE LIVING,MILK INC
2003,2,70,MAYBE,ENRIQUE IGLESIAS
2003,2,71,DON'T LET ME DOWN/YOU AND I,WILL YOUNG
2003,2,72,BACK THEN,MORE FIRE CREW
2003,2,73,THE LONG AND WINDING ROAD/SUSPICIOUS,WILL YOUNG & GARETH GATES
2003,2,74,ALIVE,S CLUB
2003,2,75,PUPPY LOVE/SLEIGH RIDE,S CLUB JUNIORS
2003,2,76,GIVE ME YOUR LOVE,REEF
2003,2,77,SPIN,LIFEHOUSE
2003,2,78,BANGIN' ON,JOHNNY MARR & THE HEALERS
2003,2,79,WHAT'S YOUR FLAVA,CRAIG DAVID
2003,2,80,STOLE,KELLY ROWLAND
2003,2,81,ONE LOVE,BLUE
2003,2,82,BOYS OF SUMMER,DJ SAMMY
2003,2,83,MAN HRDINA/HOT IN HERRE,DJ TIGA
2003,2,84,WORK IT,MISSY ELLIOTT
2003,2,85,I LOVE IT WHEN WE DO,RONAN KEATING
2003,2,86,SO MUCH LOVE TO GIVE,THOMAS BANGALTER
2003,2,87,OBJECTION (TANGO),SHAKIRA
2003,2,88,SAXAPHOBIA EP,NIQUID
2003,2,89,CUTEY PIE,GLASGOW GANGSTER FUN
2003,2,90,CALL THAT LOVE,X-PRESS 2
2003,2,91,MISS YOU,AALIYAH
2003,2,92,MINDCONTROL,STIMULANT DJS
2003,2,93,DANGER CHAMBER,UNIVERSAL PROJECT
2003,2,94,GOT TO HAVE YOUR LOVE,LIBERTY X
2003,2,95,EVERYDAY,BON JOVI
2003,2,96,ROCK THIS HOUSE/BREAK THIS,BODY SHOCK
2003,2,97,SHINY DISCO BALLS,WHO DA FUNK 
2003,2,98,ATTITUDE,CHAMPION BURNS
2003,2,99,LK (CAROLINA CAROL BELA),DJ MARKY AND XRS
2003,2,100,MY VISION,JAKATTA 
2003,3,1,ALL THE THINGS SHE SAID,TATU
2003,3,2,CRY ME A RIVER,JUSTIN TIMBERLAKE
2003,3,3,I CAN'T BREAK DOWN,SINEAD QUINN
2003,3,4,STOLE,KELLY ROWLAND
2003,3,5,PAIN KILLER,TURIN BRAKES
2003,3,6,LOSE YOURSELF,EMINEM
2003,3,7,YEAR 3000,BUSTED
2003,3,8,LIFESTYLES OF THE RICH AND FAMOUS,GOOD CHARLOTTE
2003,3,9,I'LL BE YOUR ANGEL,KIRA
2003,3,10,FAMILIAR FEELING,MOLOKO
2003,3,11,OK,BIG BROVAZ
2003,3,12,03 BONNIE & CLYDE,JAY-Z 
2003,3,13,DON'T WORRY,APPLETON
2003,3,14,IF YOU'RE NOT THE ONE,DANIEL BEDINGFIELD
2003,3,15,HEY MA,CAM'RON 
2003,3,16,GIMME THE LIGHT,SEAN PAUL
2003,3,17,SONGBIRD,OASIS
2003,3,18,THE TRUTH IS NO WORDS,MUSIC
2003,3,19,SOUND OF THE UNDERGROUND,GIRLS ALOUD
2003,3,20,STOP LIVING THE LIE,DAVID SNEDDON
2003,3,21,REMINISCE/WHERE THE STORY ENDS,BLAZIN' SQUAD
2003,3,22,AUTOMATIC,SARAH WHATMORE
2003,3,23,BIG YELLOW TAXI,COUNTING CROWS 
2003,3,24,THE OPERA SONG (BRAVE NEW WORLD),JURGEN VRIES 
2003,3,25,I WISH I WAS A GIRL,VIOLENT DELIGHT
2003,3,26,UNBREAKABLE,WESTLIFE
2003,3,27,PARADISE,LL COOL J 
2003,3,28,THE ONE,DEE DEE
2003,3,29,SOMEDAY,RESONANCE Q
2003,3,30,MUNDIAN TO BACH KE,PANJABI MC
2003,3,31,CAN'T STOP,RED HOT CHILI PEPPERS
2003,3,32,THE FINAL ARREARS,MULL HISTORICAL SOCIETY
2003,3,33,HARD TO SAY I'M SORRY,AQUAGEN
2003,3,34,TRUE,JAIMESON 
2003,3,35,SHUT UP,KELLY OSBOURNE
2003,3,36,YOU'RE A SUPERSTAR,LOVE INC.
2003,3,37,THUGZ MANSION,2PAC
2003,3,38,GET THROUGH,MARK JOSEPH
2003,3,39,ONE FINE DAY,JAKATTA
2003,3,40,DANGER HIGH VOLTAGE,ELECTRIC SIX
2003,3,41,SORRY SEEMS TO BE THE HARDEST WORD,BLUE 
2003,3,42,DO THAT THANG,MASAI
2003,3,43,FEEL,ROBBIE WILLIAMS
2003,3,44,STREET LIFE,BEENIE MAN
2003,3,45,SUPERSTAR,ONES
2003,3,46,CHEEKY SONG (TOUCH MY BUM),CHEEKY GIRLS
2003,3,47,THE HELL SONG,SUM 41
2003,3,48,THE STREETS,WC 
2003,3,49,WHAT MY HEART WANTS TO SAY,GARETH GATES
2003,3,50,LOVE STORY (VS FINALLY),LAYO & BUSHWACKA
2003,3,51,TIME AFTER TIME,NOVASPACE
2003,3,52,DILEMMA,NELLY 
2003,3,53,TRIUMPH,HISS
2003,3,54,HIDDEN AGENDA,CRAIG DAVID
2003,3,55,ALIVE,S CLUB
2003,3,56,THE KETCHUP SONG (ASEREJE),LAS KETCHUP
2003,3,57,SHOWDOWN,JODY LEI
2003,3,58,JUST THE WAY I'M FEELING,FEEDER
2003,3,59,HEAVEN,DJ SAMMY AND YANOU 
2003,3,60,GUESS YOU DIDN'T LOVE ME,TERRI WALKER
2003,3,61,RUSHES,DARIUS
2003,3,62,PUPPY LOVE/SLEIGH RIDE,S CLUB JUNIORS
2003,3,63,EASY RIDER,RAIN BAND
2003,3,64,ACROBATS (LOOKING FOR BALANCE),MOONY
2003,3,65,THE WAY (PUT YOUR HAND IN MY HAND),DIVINE INSPIRATION
2003,3,66,HARMONIC GENERATOR,DATSUNS
2003,3,67,BIGGER BETTER DEAL,DESERT EAGLE DISCS 
2003,3,68,WHEN THE LAST TIME,CLIPSE
2003,3,69,A MODERN WAY OF LETTING GO,IDLEWILD
2003,3,70,WE'VE GOT TONIGHT,RONAN KEATING 
2003,3,71,BEAUTIFUL,CHRISTINA AGUILERA
2003,3,72,ALL YOU NEED IS HATE,DELGADOS
2003,3,73,THE HARDER THEY COME,OAKENFOLD
2003,3,74,MAKE IT CLAP,BUSTA RHYMES 
2003,3,75,NU FLOW,BIG BROVAZ
2003,3,76,KEEP ON RISING,JAY-J 
2003,3,77,TIMES LIKE THESE,FOO FIGHTERS
2003,3,78,DON'T LET ME DOWN/YOU AND I,WILL YOUNG
2003,3,79,LOVE ON THE LINE,BLAZIN' SQUAD
2003,3,80,DIE ANOTHER DAY,MADONNA
2003,3,81,I LOVE IT WHEN WE DO,RONAN KEATING
2003,3,82,LIGHT AND DAY,POLYPHONIC SPREE
2003,3,83,MISUNDERSTOOD,BON JOVI
2003,3,84,SCIENCE OF SILENCE,RICHARD ASHCRO
2003,3,85,EVERYWHERE YOU TURN,LONGWAVE
2003,3,86,RING,ALEXIA
2003,3,87,NOTHING SACRED - A SONG FOR KIRSTY,RUSSELL WATSON
2003,3,88,I WANNA DANCE WITH SOMEBODY,FLIP & FILL
2003,3,89,THE LONG AND WINDING ROAD/SUSPICIOUS,WILL YOUNG & GARETH GATES
2003,3,90,HAPPY,ASHANTI
2003,3,91,THUG LOVIN',JA RULE 
2003,3,92,FREAK LIKE US,JAY-J & CHRIS LUM
2003,3,93,10 04,VARIOUS ARTISTS
2003,3,94,YOUR SONG,ELTON JOHN & ALESSANDRO SAFINA
2003,3,95,FREEDOM,DAVE HOLMES
2003,3,96,10 06,VARIOUS ARTISTS
2003,3,97,UNCHAINED MELODY,GARETH GATES
2003,3,98,MUSIC GETS THE BEST OF ME,SOPHIE ELLIS BEXTOR
2003,3,99,ALWAYS AND FOREVER,JJ72
2003,3,100,SNAPSHOT 3/SORRY FOR YOU,RONI SIZE
2003,4,1,MAKE LUV,ROOM 5 
2003,4,2,SPIRIT IN THE SKY,GARETH GATES 
2003,4,3,TONIGHT/MISS YOU NIGHTS,WESTLIFE
2003,4,4,SCANDALOUS,MIS-TEEQ
2003,4,5,MOVE YOUR FEET,JUNIOR SENIOR
2003,4,6,BEING NOBODY,RICHARD X VS LIBERTY X
2003,4,7,ALL I HAVE,JENNIFER LOPEZ 
2003,4,8,IN DA CLUB,50 CENT
2003,4,9,CLOCKS,COLDPLAY
2003,4,10,SUNRISE,SIMPLY RED
2003,4,11,BORN TO TRY,DELTA GOODREM
2003,4,12,WEEKEND,SCOOTER
2003,4,13,U MAKE ME WANNA,BLUE
2003,4,14,BEAUTIFUL,CHRISTINA AGUILERA
2003,4,15,MESMERIZE,JA RULE 
2003,4,16,BUMP BUMP BUMP,B2K 
2003,4,17,BOY (I NEED YOU),MARIAH CAREY 
2003,4,18,SOMEWHERE I BELONG,LINKIN PARK
2003,4,19,I CAN,NAS
2003,4,20,GOSSIP FOLKS,MISSY ELLIOTT 
2003,4,21,KA-CHING,SHANIA TWAIN
2003,4,22,I BEGIN TO WONDER,DANNII MINOGUE
2003,4,23,BEAUTIFUL,SNOOP DOGG 
2003,4,24,THE BOYS OF SUMMER,DJ SAMMY
2003,4,25,BANDAGES,HOT HOT HEAT
2003,4,26,ALL THE THINGS SHE SAID,TATU
2003,4,27,FLASH,QUEEN & VANGUARD
2003,4,28,SING FOR THE MOMENT,EMINEM
2003,4,29,SHAPE,SUGABABES
2003,4,30,CRY ME A RIVER,JUSTIN TIMBERLAKE
2003,4,31,EL SALVADOR,ATHLETE
2003,4,32,WORK IT,NELLY 
2003,4,33,YEAR 3000,BUSTED
2003,4,34,PROVIDER/LAPDANCE,NERD
2003,4,35,LOSE YOURSELF,EMINEM
2003,4,36,HELP ME MAMA,LEMONESCENT
2003,4,37,BITTER END,PLACEBO
2003,4,38,IF YOU'RE NOT THE ONE,DANIEL BEDINGFIELD
2003,4,39,LETTERS TO YOU,FINCH
2003,4,40,LIFESTYLES OF THE RICH AND FAMOUS,GOOD CHARLOTTE
2003,4,41,FREE (LET IT BE),STUART
2003,4,42,STOLE,KELLY ROWLAND
2003,4,43,TOTAL ECLIPSE OF THE HEART,JAN WAYNE
2003,4,44,I CAN'T BREAK DOWN,SINEAD QUINN
2003,4,45,SONGBIRD,OASIS
2003,4,46,THE IDEAL HEIGHT,BIFFY CLYRO
2003,4,47,CAN YOU FEEL (WHAT I'M GOING THRU),SHOLAN
2003,4,48,COMFORTING SOUNDS,MEW
2003,4,49,MIDNIGHT,UN-CUT
2003,4,50,HEY MA,CAM'RON 
2003,4,51,WONDERING WHY,MJ COLE
2003,4,52,DON'T WORRY,APPLETON
2003,4,53,INCREDIBLE (WHAT I MEANT TO SAY),DARIUS
2003,4,54,STOP LIVING THE LIE,DAVID SNEDDON
2003,4,55,03 BONNIE & CLYDE,JAY-Z 
2003,4,56,DANCIN' TONIGHT,STEREOPOL 
2003,4,57,SOUND OF THE UNDERGROUND,GIRLS ALOUD
2003,4,58,I CAN'T STOP,SANDY RIVERA
2003,4,59,LET ME FLY,DARREN STYLES
2003,4,60,PUNK ROCK PRINCESS,SOMETHING CORPORATE
2003,4,61,GET OVER IT,OK GO
2003,4,62,KEEP ME A SECRET,AINSLIE HENDERSON
2003,4,63,BIG YELLOW TAXI,COUNTING CROWS 
2003,4,64,GIMME THE LIGHT,SEAN PAUL
2003,4,65,HERE IT COMES AGAIN,MELANIE C
2003,4,66,SORRY SEEMS TO BE THE HARDEST WORD,BLUE 
2003,4,67,SALT IN THE WOUND,CARPET BOMBERS FOR PEACE
2003,4,68,REMINISCE/WHERE THE STORY ENDS,BLAZIN' SQUAD
2003,4,69,IT'S OKAY,DES'REE
2003,4,70,TAKIN' HOLD,SAM LA MORE
2003,4,71,OK,BIG BROVAZ
2003,4,72,AUTOMATIC,SARAH WHATMORE
2003,4,73,MUNDIAN TO BACH KE,PANJABI MC
2003,4,74,T-10/THE TENTH PLANET,DISTORTED MINDS
2003,4,75,ONE HORSE TOWN,THRILLS
2003,4,76,I'M WITH YOU,AVRIL LAVIGNE
2003,4,77,THE HELL SONG,SUM 41
2003,4,78,THUGZ MANSION,2PAC
2003,4,79,FEEL,ROBBIE WILLIAMS
2003,4,80,SAY YES,BINI & MARTINI 
2003,4,81,SHUT UP,KELLY OSBOURNE
2003,4,82,BLACK DOLLAR BILLS,HOPE OF THE STATES
2003,4,83,SOFT LIKE ME,SAINT ETIENNE
2003,4,84,LAST TIME I SAW HER,ROBERT PLANT
2003,4,85,PARADISE,LL COOL J 
2003,4,86,UNBREAKABLE,WESTLIFE
2003,4,87,NO RETURN,SOLAR FACTOR
2003,4,88,FAMILIAR FEELING,MOLOKO
2003,4,89,RADIO (KILL IT)/COMMON THREAD,ELVISS
2003,4,90,LADIES MAN,D4
2003,4,91,FEEL ME,CHARLI
2003,4,92,TRANSFORMATION,PUSH VS GLOBE
2003,4,93,BREAK 4 LOVE,RAZE
2003,4,94,HEAVY FC/BIG HEADZ,DRUMSOUND
2003,4,95,MAKE IT CLAP,BUSTA RHYMES 
2003,4,96,TRAPPED/DIFFERENCES,GUYVER
2003,4,97,I LOVE IT WHEN WE DO,RONAN KEATING
2003,4,98,DAMAGED,PLUMMET
2003,4,99,STEREO SUSHI - FUTOMAKI SAMPLER,VARIOUS ARTISTS
2003,4,100,HARD TRANCE EP - VOL 3,VARIOUS ARTISTS
2003,5,1,YOU SAID NO,BUSTED
2003,5,2,ALL OVER,LISA MAFFIA
2003,5,3,DON'T LET GO,DAVID SNEDDON
2003,5,4,MAKE LUV,ROOM 5 
2003,5,5,IN DA CLUB,50 CENT
2003,5,6,X GON' GIVE IT TO YA,DMX
2003,5,7,7 NATION ARMY,WHITE STRIPES
2003,5,8,KNOCK OUT,TRIPLE EIGHT
2003,5,9,MOVE YOUR FEET,JUNIOR SENIOR
2003,5,10,CRY,KYM MARSH
2003,5,11,COME UNDONE,ROBBIE WILLIAMS
2003,5,12,AMERICAN LIFE,MADONNA
2003,5,13,SPIRIT IN THE SKY,GARETH GATES 
2003,5,14,SCANDALOUS,MIS-TEEQ
2003,5,15,OUT OF TIME,BLUR
2003,5,16,I CAN'T READ YOU,DANIEL BEDINGFIELD
2003,5,17,ALL I HAVE,JENNIFER LOPEZ 
2003,5,18,SPEECHLESS,D-SIDE
2003,5,19,DAMAGED,PLUMMET
2003,5,20,BORN TO TRY,DELTA GOODREM
2003,5,21,VIRTUALITY,VBIRDS
2003,5,22,I'M WITH YOU,AVRIL LAVIGNE
2003,5,23,DESTINATION,DT8 
2003,5,24,ALL POSSIBILITIES,BADLY DRAWN BOY
2003,5,25,FAST BOY/LIQUID LIPS,BLUETONES
2003,5,26,WHEN I SEE YOU,MACY GRAY
2003,5,27,SUNRISE,SIMPLY RED
2003,5,28,EXCUSE ME MISS,JAY-Z
2003,5,29,TONIGHT/MISS YOU NIGHTS,WESTLIFE
2003,5,30,WEEKEND,SCOOTER
2003,5,31,TO LOVE A WOMAN,LIONEL RICHIE
2003,5,32,U MAKE ME WANNA,BLUE
2003,5,33,LOVE DOESN'T HAVE TO HURT,ATOMIC KITTEN
2003,5,34,BUMP BUMP BUMP,B2K 
2003,5,35,YOU DIDN'T EXPECT THAT,BILLY CRAWFORD
2003,5,36,STOP LIVING THE LIE,DAVID SNEDDON
2003,5,37,DON'T KNOW WHAT TO TELL YA,AALIYAH
2003,5,38,BEING NOBODY,RICHARD X VS LIBERTY X
2003,5,39,GOSSIP FOLKS,MISSY ELLIOTT 
2003,5,40,MESMERIZE,JA RULE 
2003,5,41,DATE WITH THE NIGHT,YEAH YEAH YEAHS
2003,5,42,SOMEWHERE I BELONG,LINKIN PARK
2003,5,43,ALL THE THINGS SHE SAID,TATU
2003,5,44,BEAUTIFUL,SNOOP DOGG 
2003,5,45,BEAUTIFUL,CHRISTINA AGUILERA
2003,5,46,TRAIN,GOLDFRAPP
2003,5,47,HERE IT COMES AGAIN,MELANIE C
2003,5,48,CLOCKS,COLDPLAY
2003,5,49,IT'S TRICKY 2003,RUN DMC 
