year,month,rank,song_title,artist_name
1976,7,8,THE BOYS ARE BACK IN TOWN,THIN LIZZY
1976,7,9,COMBINE HARVESTER,THE WURZELS
1976,7,10,SILLY LOVE SONGS,WINGS
1976,7,11,KISS AND SAY GOODBYE,THE MANHATTANS
1976,7,12,THE ROUSSOS PHENOMENON,DEMIS ROUSSOS
1976,7,13,JOLENE,DOLLY PARTON
1976,7,14,A LITTLE BIT MORE,DR. HOOK
1976,7,15,SHOW ME THE WAY,PETER FRAMPTON
1976,7,16,THE CONTINENTAL,MAUREEN MCGOVERN
1976,7,17,I LOVE TO BOOGIE,T. REX
1976,7,18,YOU'RE MY EVERYTHING,LEE GARRETT
1976,7,19,MISTY BLUE,DOROTHY MOORE
1976,7,20,SOUL CITY WALK,ARCHIE BELL AND THE DRELLS
1976,7,21,YOU ARE MY LOVE,LIVERPOOL EXPRESS
1976,7,22,THE WANDERER {1976},DION
1976,7,23,THE BOSTON TEA PARTY,SENSATIONAL ALEX HARVEY BAND
1976,7,24,YOU'RE MY BEST FRIEND,QUEEN
1976,7,25,(WHAT A) WONDERFUL WORLD,JOHNNY NASH
1976,7,26,IT ONLY TAKES A MINUTE,100 TON AND A FEATHER
1976,7,27,I RECALL A GYPSY WOMAN,DON WILLIAMS
1976,7,28,LET YOUR LOVE FLOW,BELLAMY BROTHERS
1976,7,29,MAN TO MAN,HOT CHOCOLATE
1976,7,30,MY SWEET ROSALIE,BROTHERHOOD OF MAN
1976,7,31,NO CHARGE,J.J. BARRIE
1976,7,32,SHAKE IT DOWN,MUD
1976,7,33,THIS IS IT,MELBA MOORE
1976,7,34,ME AND BABY BROTHER,WAR
1976,7,35,THE FLASHER FT LLOYD MICHELS,MISTURA FEATURING LLOYD MICHAELS
1976,7,36,MY RESISTANCE IS LOW,ROBIN SARSTEDT
1976,7,37,DANCE THE BODY MUSIC,OSIBISA
1976,7,38,FERNANDO,ABBA
1976,7,39,MIDNIGHT TRAIN TO GEORGIA,GLADYS KNIGHT AND THE PIPS
1976,7,40,FOOL TO CRY,THE ROLLING STONES
1976,7,41,TIGER BAY/NO NO JOE,SILVER CONVENTION
1976,7,42,TUBULAR BELLS,CHAMPS BOYS
1976,7,43,ONE PIECE AT A TIME,JOHNNY CASH AND THE TENNESSEE THREE
1976,7,44,COULD IT BE MAGIC,DONNA SUMMER
1976,7,45,I DON'T WANNA PLAY HOUSE,TAMMY WYNETTE
1976,7,46,GOOD VIBRATIONS {1976},THE BEACH BOYS
1976,7,47,REQUIEM,SLIK
1976,7,48,DON'T GO BREAKING MY HEART,ELTON JOHN AND KIKI DEE
1976,7,49,STRANGE MAGIC,ELECTRIC LIGHT ORCHESTRA
1976,7,50,I NEED TO BE IN LOVE,THE CARPENTERS
1976,8,1,DON'T GO BREAKING MY HEART,ELTON JOHN AND KIKI DEE
1976,8,2,A LITTLE BIT MORE,DR. HOOK
1976,8,3,JEANS ON,DAVID DUNDAS
1976,8,4,THE ROUSSOS PHENOMENON,DEMIS ROUSSOS
1976,8,5,MISTY BLUE,DOROTHY MOORE
1976,8,6,HEAVEN MUST BE MISSING AN ANGEL,TAVARES
1976,8,7,KISS AND SAY GOODBYE,THE MANHATTANS
1976,8,8,NOW IS THE TIME,JIMMY JAMES AND THE VAGABONDS
1976,8,9,YOUNG HEARTS RUN FREE,CANDI STATON
1976,8,10,HARVEST FOR THE WORLD,THE ISLEY BROTHERS
1976,8,11,IN ZAIRE,JOHNNY WAKELIN
1976,8,12,DR. KISS KISS,5000 VOLTS
1976,8,13,IT ONLY TAKES A MINUTE,100 TON AND A FEATHER
1976,8,14,YOU ARE MY LOVE,LIVERPOOL EXPRESS
1976,8,15,MYSTERY SONG,STATUS QUO
1976,8,16,YOU'RE MY BEST FRIEND,QUEEN
1976,8,17,THE BOSTON TEA PARTY,SENSATIONAL ALEX HARVEY BAND
1976,8,18,MAN TO MAN,HOT CHOCOLATE
1976,8,19,LOVE ON DELIVERY,BILLY OCEAN
1976,8,20,YOU SHOULD BE DANCING,THE BEE GEES
1976,8,21,BACK IN THE USSR,THE BEATLES
1976,8,22,(SHAKE, SHAKE
1976,8,23,WHAT I'VE GOT IN MIND,BILLIE JO SPEARS
1976,8,24,HERE COMES THE SUN,STEVE HARLEY AND COCKNEY REBEL
1976,8,25,LET'S STICK TOGETHER,BRYAN FERRY
1976,8,26,I LOVE TO BOOGIE,T. REX
1976,8,27,NO CHANCE (NO CHARGE),BILLY CONNOLLY
1976,8,28,LET 'EM IN,WINGS
1976,8,29,I RECALL A GYPSY WOMAN,DON WILLIAMS
1976,8,30,YOU TO ME ARE EVERYTHING,REAL THING
1976,8,31,A FIFTH OF BEETHOVEN,WALTER MURPHY
1976,8,32,YOU DON'T HAVE TO GO,THE CHI-LITES
1976,8,33,GOOD VIBRATIONS {1976},THE BEACH BOYS
1976,8,34,YOU'LL NEVER FIND ANOTHER LOVE LIKE MINE,LOU RAWLS
1976,8,35,LEADER OF THE PACK {1976},SHANGRI-LAS
1976,8,36,ONE PIECE AT A TIME,JOHNNY CASH AND THE TENNESSEE THREE
1976,8,37,I THOUGHT IT TOOK A LITTLE TIME,DIANA ROSS
1976,8,38,ME AND BABY BROTHER,WAR
1976,8,39,YOU JUST MIGHT SEE ME CRY,OUR KID
1976,8,40,EXTENDED PLAY,BRYAN FERRY
1976,8,41,IT'S TEMPTATION,SHEER ELEGANCE
1976,8,42,BETTER USE YOUR HEAD/GONNA FIX YOU GOOD,LITTLE ANTHONY AND THE IMPERIALS
1976,8,43,16 BARS,THE STYLISTICS
1976,8,44,SOUL SEARCH,THE TRAMMPS
1976,8,45,AT THE HOP {1976},DANNY AND THE JUNIORS
1976,8,46,MORNING GLORY,JAMES AND BOBBY PURIFY
1976,8,47,AFTERNOON DELIGHT,STARLAND VOCAL BAND
1976,8,48,SIDE SHOW,CHANTER SISTERS
1976,8,49,COMBINE HARVESTER,THE WURZELS
1976,8,50,NICE AND SLOW,JESSE GREEN
1976,9,1,DANCING QUEEN,ABBA
1976,9,2,LET 'EM IN,WINGS
1976,9,3,DON'T GO BREAKING MY HEART,ELTON JOHN AND KIKI DEE
1976,9,4,WHAT I'VE GOT IN MIND,BILLIE JO SPEARS
1976,9,5,A LITTLE BIT MORE,DR. HOOK
1976,9,6,IN ZAIRE,JOHNNY WAKELIN
1976,9,7,EXTENDED PLAY,BRYAN FERRY
1976,9,8,THE KILLING OF GEORGIE,ROD STEWART
1976,9,9,YOU DON'T HAVE TO GO,THE CHI-LITES
1976,9,10,JEANS ON,DAVID DUNDAS
1976,9,11,16 BARS,THE STYLISTICS
1976,9,12,YOU'LL NEVER FIND ANOTHER LOVE LIKE MINE,LOU RAWLS
1976,9,13,YOU SHOULD BE DANCING,THE BEE GEES
1976,9,14,DR. KISS KISS,5000 VOLTS
1976,9,15,HERE COMES THE SUN,STEVE HARLEY AND COCKNEY REBEL
1976,9,16,(LIGHT OF EXPERIENCE) DOINA DE JALE,GEORGHE ZAMFIR
1976,9,17,NICE AND SLOW,JESSE GREEN
1976,9,18,AFTERNOON DELIGHT,STARLAND VOCAL BAND
1976,9,19,HEAVEN MUST BE MISSING AN ANGEL,TAVARES
1976,9,20,NOW IS THE TIME,JIMMY JAMES AND THE VAGABONDS
1976,9,21,BABY, WE BETTER TRY AND GET IT TOGETHER
1976,9,22,ARIA,MR. ACKER BILK
1976,9,23,I CAN'T ASK FOR ANYTHING MORE THAN YOU BABE,CLIFF RICHARD
1976,9,24,HERE I GO AGAIN,TWIGGY
1976,9,25,HEAVEN IS IN THE BACK SEAT OF MY CADILLAC,HOT CHOCOLATE
1976,9,26,BLINDED BY THE LIGHT,MANFRED MANN'S EARTH BAND
1976,9,27,DANCE LITTLE LADY DANCE,TINA CHARLES
1976,9,28,MYSTERY SONG,STATUS QUO
1976,9,29,MISSISSIPPI,PUSSYCAT
1976,9,30,LOVING ON THE LOSING SIDE,TOMMY HUNT
1976,9,31,THE ROUSSOS PHENOMENON,DEMIS ROUSSOS
1976,9,32,SHANNON,HENRY GROSS
1976,9,33,MORNING GLORY,JAMES AND BOBBY PURIFY
1976,9,34,Y VIVA SUSPENDERS,JUDGE DREAD
1976,9,35,I NEED IT,JOHNNY 'GUITAR' WATSON
1976,9,36,MISTY BLUE,DOROTHY MOORE
1976,9,37,CAN'T GET BY WITHOUT YOU,REAL THING
1976,9,38,WORK ALL DAY,BARRY BIGGS
1976,9,39,MAKE YOURS A HAPPY HOME,GLADYS KNIGHT AND THE PIPS
1976,9,40,(SHAKE, SHAKE
1976,9,41,I WANT MORE,CAN
1976,9,42,JAILBREAK,THIN LIZZY
1976,9,43,A FIFTH OF BEETHOVEN,WALTER MURPHY
1976,9,44,IF YOU KNOW WHAT I MEAN,NEIL DIAMOND
1976,9,45,NIGHT FEVER,THE FATBACK BAND
1976,9,46,GIRL OF MY BEST FRIEND,ELVIS PRESLEY
1976,9,47,IT'S SO NICE,THE NEW SEEKERS
1976,9,48,LULLABY OF BROADWAY,WINIFRED SHAW
1976,9,49,SATIN SHEETS,BELLAMY BROTHERS
1976,9,50,SAILING {1976},ROD STEWART
1976,10,1,DANCING QUEEN,ABBA
1976,10,2,CAN'T GET BY WITHOUT YOU,REAL THING
1976,10,3,MISSISSIPPI,PUSSYCAT
1976,10,4,I AM A CIDER DRINKER,THE WURZELS
1976,10,5,I ONLY WANNA BE WITH YOU,BAY CITY ROLLERS
1976,10,6,DANCE LITTLE LADY DANCE,TINA CHARLES
1976,10,7,SAILING {1976},ROD STEWART
1976,10,8,ARIA,MR. ACKER BILK
1976,10,9,BLINDED BY THE LIGHT,MANFRED MANN'S EARTH BAND
1976,10,10,DISCO DUCK,RICK DEES AND HIS CAST OF IDIOTS
1976,10,11,THE KILLING OF GEORGIE,ROD STEWART
1976,10,12,(LIGHT OF EXPERIENCE) DOINA DE JALE,GEORGHE ZAMFIR
1976,10,13,GIRL OF MY BEST FRIEND,ELVIS PRESLEY
1976,10,14,LOVING AND FREE,KIKI DEE
1976,10,15,16 BARS,THE STYLISTICS
1976,10,16,THE BEST DISCO IN TOWN,THE RITCHIE FAMILY
1976,10,17,HERE I GO AGAIN,TWIGGY
1976,10,18,LET 'EM IN,WINGS
1976,10,19,BABY, WE BETTER TRY AND GET IT TOGETHER
1976,10,20,I CAN'T ASK FOR ANYTHING MORE THAN YOU BABE,CLIFF RICHARD
1976,10,21,YOU DON'T HAVE TO GO,THE CHI-LITES
1976,10,22,HOWZAT,SHERBET
1976,10,23,NICE AND SLOW,JESSE GREEN
1976,10,24,DISCO MUSIC-I LIKE IT,J.A.L.N. BAND
1976,10,25,GET UP OFFA THAT THING,JAMES BROWN
1976,10,26,AFTERNOON DELIGHT,STARLAND VOCAL BAND
1976,10,27,WHAT I'VE GOT IN MIND,BILLIE JO SPEARS
1976,10,28,LOVING ON THE LOSING SIDE,TOMMY HUNT
1976,10,29,I WANT MORE,CAN
1976,10,30,HEAVEN IS IN THE BACK SEAT OF MY CADILLAC,HOT CHOCOLATE
1976,10,31,UPTOWN, UPTEMPO WOMAN
1976,10,32,THE RUBBERBAND MAN,DETROIT SPINNERS
1976,10,33,YOU'LL NEVER FIND ANOTHER LOVE LIKE MINE,LOU RAWLS
1976,10,34,SWEET HOME ALABAMA/DOUBLE TROUBLE,LYNYRD SKYNYRD
1976,10,35,WHEN FOREVER HAS GONE,DEMIS ROUSSOS
1976,10,36,I'LL MEET YOU AT MIDNIGHT,SMOKIE
1976,10,37,EXTENDED PLAY,BRYAN FERRY
1976,10,38,EVERY NITE'S A SATURDAY NIGHT WITH YOU,THE DRI
1976,10,39,DON'T GO BREAKING MY HEART,ELTON JOHN AND KIKI DEE
1976,10,40,HURT,THE MANHATTANS
1976,10,41,UNDER ONE ROOF,RUBETTES
1976,10,42,I'D REALLY LOVE TO SEE YOU TONIGHT,ENGLAND DAN AND JOHN FORD COLEY
1976,10,43,BABY I LOVE YOUR WAY,PETER FRAMPTON
1976,10,44,YOU SHOULD BE DANCING,THE BEE GEES
1976,10,45,DESTINY,CANDI STATON
1976,10,46,BENNY AND THE JETS,ELTON JOHN
1976,10,47,LASER LOVE,T.REX
1976,10,48,LIVE AT THE MARQUEE,EDDIE AND THE HOTRODS
1976,10,49,BREAKAWAY,GALLAGHER AND LYLE
1976,10,50,THE TEARS OF A CLOWN {1976},SMOKEY ROBINSON AND THE MIRACLES
1976,11,1,MISSISSIPPI,PUSSYCAT
1976,11,2,IF YOU LEAVE ME NOW,CHICAGO
1976,11,3,WHEN FOREVER HAS GONE,DEMIS ROUSSOS
1976,11,4,HURT,THE MANHATTANS
1976,11,5,DON'T TAKE AWAY THE MUSIC,TAVARES
1976,11,6,HOWZAT,SHERBET
1976,11,7,SUMMER OF MY LIFE,SIMON MAY
1976,11,8,DANCING WITH THE CAPTAIN,PAUL NICHOLAS
1976,11,9,SAILING {1976},ROD STEWART
1976,11,10,PLAY THAT FUNKY MUSIC,WILD CHERRY
1976,11,11,COULDN'T GET IT RIGHT,CLIMAX BLUES BAND
1976,11,12,I'LL MEET YOU AT MIDNIGHT,SMOKIE
1976,11,13,DANCING QUEEN,ABBA
1976,11,14,JAWS,LALO SCHIFRIN
1976,11,15,SUBSTITUTE {1976},THE WHO
1976,11,16,YOU MAKE ME FEEL LIKE DANCING,LEO SAYER
1976,11,17,GIRL OF MY BEST FRIEND,ELVIS PRESLEY
1976,11,18,THE RUBBERBAND MAN,DETROIT SPINNERS
1976,11,19,LOVE AND AFFECTION,JOAN ARMATRADING
1976,11,20,IF NOT YOU,DR HOOK
1976,11,21,DISCO DUCK,RICK DEES AND HIS CAST OF IDIOTS
1976,11,22,WITHOUT YOU {1976},NILSSON
1976,11,23,BEAUTIFUL NOISE,NEIL DIAMOND
1976,11,24,COMING HOME,DAVID ESSEX
1976,11,25,THE BEST DISCO IN TOWN,THE RITCHIE FAMILY
1976,11,26,QUEEN OF MY SOUL,THE AVERAGE WHITE BAND
1976,11,27,CAN'T GET BY WITHOUT YOU,REAL THING
1976,11,28,ROCK 'N' ME,THE STEVE MILLER BAND
1976,11,29,LOST IN FRANCE,BONNIE TYLER
1976,11,30,DANCE LITTLE LADY DANCE,TINA CHARLES
1976,11,31,FAIRY TALE,DANA
1976,11,32,REMEMBER YESTERDAY,JOHN MILES
1976,11,33,SPINNING ROCK BOOGIE,HANK C. BURNETTE
1976,11,34,LOWDOWN,BOZ SCAGGS
1976,11,35,I ONLY WANNA BE WITH YOU,BAY CITY ROLLERS
1976,11,36,UNDER THE MOON OF LOVE,SHOWADDYWADDY
1976,11,37,I'D REALLY LOVE TO SEE YOU TONIGHT,ENGLAND DAN AND JOHN FORD COLEY
1976,11,38,YOU'RE MY BEST FRIEND,DON WILLIAMS
1976,11,39,I AM A CIDER DRINKER,THE WURZELS
1976,11,40,SOUL DRACULA,HOT BLOOD
1976,11,41,THE TEARS OF A CLOWN {1976},SMOKEY ROBINSON AND THE MIRACLES
1976,11,42,I CAN'T LIVE A DREAM,THE OSMONDS
1976,11,43,LOVE ME,YVONNE ELLIMAN
1976,11,44,I'M STILL WAITING {1976},DIANA ROSS
1976,11,45,SO SAD THE SONG,GLADYS KNIGHT AND THE PIPS
1976,11,46,DISCO MUSIC-I LIKE IT,J.A.L.N. BAND
1976,11,47,SHE'S GONE,DARYL HALL AND JOHN OATES
1976,11,48,LOVE IS A PRIMA DONNA,STEVE HARLEY AND COCKNEY REBEL
1976,11,49,STONEY GROUND,GUYS AND DOLLS
1976,11,50,DO YOU FEEL LIKE WE DO,PETER FRAMPTON
1976,12,1,UNDER THE MOON OF LOVE,SHOWADDYWADDY
1976,12,2,IF YOU LEAVE ME NOW,CHICAGO
1976,12,3,YOU MAKE ME FEEL LIKE DANCING,LEO SAYER
1976,12,4,SOMEBODY TO LOVE,QUEEN
1976,12,5,LIVIN' THING,ELECTRIC LIGHT ORCHESTRA
1976,12,6,MONEY, MONEY
1976,12,7,LOVE ME,YVONNE ELLIMAN
1976,12,8,IF NOT YOU,DR HOOK
1976,12,9,LOST IN FRANCE,BONNIE TYLER
1976,12,10,MISSISSIPPI,PUSSYCAT
1976,12,11,SORRY SEEMS TO BE THE HARDEST WORD,ELTON JOHN
1976,12,12,GET BACK,ROD STEWART
1976,12,13,ROCK 'N' ME,THE STEVE MILLER BAND
1976,12,14,WHEN A CHILD IS BORN,JOHNNY MATHIS
1976,12,15,BEAUTIFUL NOISE,NEIL DIAMOND
1976,12,16,LEAN ON ME,MUD
1976,12,17,DON'T MAKE ME WAIT TOO LONG,BARRY WHITE
1976,12,18,COULDN'T GET IT RIGHT,CLIMAX BLUES BAND
1976,12,19,SUBSTITUTE {1976},THE WHO
1976,12,20,PLAY THAT FUNKY MUSIC,WILD CHERRY
1976,12,21,SPINNING ROCK BOOGIE,HANK C. BURNETTE
1976,12,22,LITTLE DOES SHE KNOW,KURSAAL FLYERS
1976,12,23,FAIRY TALE,DANA
1976,12,24,HURT,THE MANHATTANS
1976,12,25,STOP ME (IF YOU'VE HEARD IT ALL BEFORE),BILLY OCEAN
1976,12,26,PORTSMOUTH,MIKE OLDFIELD
1976,12,27,SO SAD THE SONG,GLADYS KNIGHT AND THE PIPS
1976,12,28,DON'T TAKE AWAY THE MUSIC,TAVARES
1976,12,29,YOU'LL NEVER GET TO HEAVEN EP,THE STYLISTICS
1976,12,30,WHEN FOREVER HAS GONE,DEMIS ROUSSOS
1976,12,31,LOVE AND AFFECTION,JOAN ARMATRADING
1976,12,32,HANG ON SLOOPY,SANDPIPERS
1976,12,33,DANCING WITH THE CAPTAIN,PAUL NICHOLAS
1976,12,34,WE CAN WORK IT OUT,THE FOUR SEASONS
1976,12,35,SECRETS,SUTHERLAND BROTHERS AND QUIVER
1976,12,36,SAILING {1976},ROD STEWART
1976,12,37,WITHOUT YOU {1976},NILSSON
1976,12,38,LIVING NEXT DOOR TO ALICE,SMOKIE
1976,12,39,JAWS,LALO SCHIFRIN
1976,12,40,HEY MR DREAM MAKER,CLIFF RICHARD
1976,12,41,TEENAGE DEPRESSION,EDDIE AND THE HOTRODS
1976,12,42,LOVE'S SO RIGHT,THE BEE GEES
1976,12,43,BIONIC SANTA,CHRIS HILL
1976,12,44,HOT VALVES,BE BOP DELUXE
1976,12,45,SIDESHOW,BARRY BIGGS
1976,12,46,DR. LOVE,TINA CHARLES
1976,12,47,MAGGIE MAY,ROD STEWART
1976,12,48,GRANDMA'S PARTY,PAUL NICHOLAS
1976,12,49,ONE FINE MORNING,TOMMY HUNT
1976,12,50,SAY YOU LOVE ME,FLEETWOOD MAC
1977,1,1,WHEN A CHILD IS BORN,JOHNNY MATHIS
1977,1,2,UNDER THE MOON OF LOVE,SHOWADDYWADDY
1977,1,3,MONEY, MONEY
1977,1,4,SOMEBODY TO LOVE,QUEEN
1977,1,5,PORTSMOUTH,MIKE OLDFIELD
1977,1,6,LIVIN' THING,ELECTRIC LIGHT ORCHESTRA
1977,1,7,LOVE ME,YVONNE ELLIMAN
1977,1,8,DR. LOVE,TINA CHARLES
1977,1,9,LIVING NEXT DOOR TO ALICE,SMOKIE
1977,1,10,BIONIC SANTA,CHRIS HILL
1977,1,11,DON'T GIVE UP ON US,DAVID SOUL
1977,1,12,LEAN ON ME,MUD
1977,1,13,FAIRY TALE,DANA
1977,1,14,LITTLE DOES SHE KNOW,KURSAAL FLYERS
1977,1,15,GRANDMA'S PARTY,PAUL NICHOLAS
1977,1,16,IF YOU LEAVE ME NOW,CHICAGO
1977,1,17,WILD SIDE OF LIFE,STATUS QUO
1977,1,18,GET BACK,ROD STEWART
1977,1,19,THINGS WE DO FOR LOVE,10CC
1977,1,20,STOP ME (IF YOU'VE HEARD IT ALL BEFORE),BILLY OCEAN
1977,1,21,SORRY SEEMS TO BE THE HARDEST WORD,ELTON JOHN
1977,1,22,I WISH,STEVIE WONDER
1977,1,23,SIDESHOW,BARRY BIGGS
1977,1,24,YOU MAKE ME FEEL LIKE DANCING,LEO SAYER
1977,1,25,HAITIAN DIVORCE,STEELY DAN
1977,1,26,MISSISSIPPI,PUSSYCAT
1977,1,27,LOST IN FRANCE,BONNIE TYLER
1977,1,28,RING OUT SOLSTICE BELLS,JETHRO TULL
1977,1,29,YOU'LL NEVER GET TO HEAVEN EP,THE STYLISTICS
1977,1,30,IF NOT YOU,DR HOOK
1977,1,31,DADDY COOL,BONEY M
1977,1,32,YOU'RE MORE THAN A NUMBER IN MY LITTLE RED BOOK,THE DRI
1977,1,33,KEEP IT COMIN' LOVE,KC AND THE SUNSHINE BAND
1977,1,34,SING ME AN OLD FASHIONED SONG,BILLIE JO SPEARS
1977,1,35,EVERY MAN MUST HAVE A DREAM,LIVERPOOL EXPRESS
1977,1,36,MAGGIE MAY,ROD STEWART
1977,1,37,DON'T CRY FOR ME ARGENTINA,JULIE COVINGTON
1977,1,38,ANARCHY IN THE UK,THE SEX PISTOLS
1977,1,39,DON'T MAKE ME WAIT TOO LONG,BARRY WHITE
1977,1,40,SO SAD THE SONG,GLADYS KNIGHT AND THE PIPS
1977,1,41,FLIP,JESSE GREEN
1977,1,42,HEY MR DREAM MAKER,CLIFF RICHARD
1977,1,43,HANG ON SLOOPY,SANDPIPERS
1977,1,44,HERE'S TO LOVE,JOHN CHRISTIE
1977,1,45,WINTER MELODY,DONNA SUMMER
1977,1,46,CAR WASH,ROSE ROYCE
1977,1,47,SAILING {1976},ROD STEWART
1977,1,48,SMILE,PUSSYCAT
1977,1,49,SUSPICION,ELVIS PRESLEY
1977,1,50,LOST WITHOUT YOUR LOVE,BREAD
1977,2,1,DON'T GIVE UP ON US,DAVID SOUL
1977,2,2,DON'T CRY FOR ME ARGENTINA,JULIE COVINGTON
1977,2,3,SIDESHOW,BARRY BIGGS
1977,2,4,ISN'T SHE LOVELY,DAVID PARTON
1977,2,5,WHEN I NEED YOU,LEO SAYER
1977,2,6,DADDY COOL,BONEY M
1977,2,7,YOU'RE MORE THAN A NUMBER IN MY LITTLE RED BOOK,THE DRI
1977,2,8,THINGS WE DO FOR LOVE,10CC
1977,2,9,SUSPICION,ELVIS PRESLEY
1977,2,10,CAR WASH,ROSE ROYCE
1977,2,11,WILD SIDE OF LIFE,STATUS QUO
1977,2,12,DON'T BELIEVE A WORD,THIN LIZZY
1977,2,13,I WISH,STEVIE WONDER
1977,2,14,DON'T LEAVE ME THIS WAY,HAROLD MELVIN AND THE BLUENOTES
1977,2,15,DR. LOVE,TINA CHARLES
1977,2,16,JACK IN THE BOX,MOMENTS
1977,2,17,GRANDMA'S PARTY,PAUL NICHOLAS
1977,2,18,PORTSMOUTH,MIKE OLDFIELD
1977,2,19,BOOGIE NIGHTS,HEATWAVE
1977,2,20,NEW KID IN TOWN,EAGLES
1977,2,21,SING ME,BROTHERS
1977,2,22,LIVING NEXT DOOR TO ALICE,SMOKIE
1977,2,23,EVERY MAN MUST HAVE A DREAM,LIVERPOOL EXPRESS
1977,2,24,UNDER THE MOON OF LOVE,SHOWADDYWADDY
1977,2,25,SMILE,PUSSYCAT
1977,2,26,IT TAKES ALL NIGHT LONG,GARY GLITTER
1977,2,27,WHAT CAN I SAY,BOZ SCAGGS
1977,2,28,EVERYBODY'S TALKIN' 'BOUT LOVE,SILVER CONVENTION
1977,2,29,MIGHTY POWER OF LOVE,TAVARES
1977,2,30,MORE THAN A FEELING,BOSTON
1977,2,31,FLIP,JESSE GREEN
1977,2,32,WAKE UP SUSAN,DETROIT SPINNERS
1977,2,33,EVERY LITTLE TEARDROP,GALLAGHER AND LYLE
1977,2,34,MONEY, MONEY
1977,2,35,YEAR OF THE CAT,AL STEWART
1977,2,36,LOST WITHOUT YOUR LOVE,BREAD
1977,2,37,BODYHEAT,JAMES BROWN
1977,2,38,DON'T LEAVE ME THIS WAY,THELMA HOUSTON
1977,2,39,HAITIAN DIVORCE,STEELY DAN
1977,2,40,CHANSON D'AMOUR,THE MANHATTAN TRANSFER
1977,2,41,I WANNA GO BACK,THE NEW SEEKERS
1977,2,42,SHAKE YOUR RUMP TO THE FUNK,THE BAR-KAYS
1977,2,43,YOU + ME = LOVE,THE UNDISPUTED TRUTH
1977,2,44,DAZZ,BRICK
1977,2,45,SING ME AN OLD FASHIONED SONG,BILLIE JO SPEARS
1977,2,46,HA CHA CHA (FUNKTION),BRASS CONSTRUCTION
1977,2,47,THE WRECK OF THE EDMUND FITZGERALD,GORDON LIGHTFOOT
1977,2,48,GYPSY ROAD HOG,SLADE
1977,2,49,PUT YOUR MONEY WHERE YOUR MOUTH IS,ROSE ROYCE
1977,2,50,THIS IS TOMORROW,BRYAN FERRY
1977,3,1,WHEN I NEED YOU,LEO SAYER
1977,3,2,BOOGIE NIGHTS,HEATWAVE
1977,3,3,CHANSON D'AMOUR,THE MANHATTAN TRANSFER
1977,3,4,ROMEO,MR. BIG
1977,3,5,DON'T CRY FOR ME ARGENTINA,JULIE COVINGTON
1977,3,6,DON'T GIVE UP ON US,DAVID SOUL
1977,3,7,DON'T LEAVE ME THIS WAY,HAROLD MELVIN AND THE BLUENOTES
1977,3,8,SING ME,BROTHERS
1977,3,9,JACK IN THE BOX,MOMENTS
1977,3,10,WHAT CAN I SAY,BOZ SCAGGS
1977,3,11,THIS IS TOMORROW,BRYAN FERRY
1977,3,12,TORN BETWEEN TWO LOVERS,MARY MACGREGOR
1977,3,13,DON'T LEAVE ME THIS WAY,THELMA HOUSTON
1977,3,14,THEY SHOOT HORSES DON'T THEY,RACING CARS
1977,3,15,SOUND AND VISION,DAVID BOWIE
1977,3,16,SIDESHOW,BARRY BIGGS
1977,3,17,BABY I KNOW,RUBETTES
1977,3,18,KNOWING ME, KNOWING YOU
1977,3,19,ISN'T SHE LOVELY,DAVID PARTON
1977,3,20,ROCKARIA,ELECTRIC LIGHT ORCHESTRA
1977,3,21,DADDY COOL,BONEY M
1977,3,22,SATURDAY NITE,EARTH WIND AND FIRE
1977,3,23,SUSPICION,ELVIS PRESLEY
1977,3,24,DARLIN' DARLIN' BABY,THE O'JAYS
1977,3,25,YOU'LL NEVER KNOW WHAT YOU'RE MISSING,REAL THING
1977,3,26,CAR WASH,ROSE ROYCE
1977,3,27,MORE THAN A FEELING,BOSTON
1977,3,28,MAYBE I'M AMAZED,WINGS
1977,3,29,YOU'RE MORE THAN A NUMBER IN MY LITTLE RED BOOK,THE DRI
1977,3,30,ANOTHER SUITCASE IN ANOTHER HALL,BARBARA DICKSON
1977,3,31,MIGHTY POWER OF LOVE,TAVARES
1977,3,32,FIRST THING IN THE MORNING,KIKI DEE
1977,3,33,CRAZY WATER,ELTON JOHN
1977,3,34,GROOVY KIND OF LOVE,LES GRAY
1977,3,35,ONE DRINK TOO MANY,SAILOR
1977,3,36,SOUL CHA CHA,VAN MCCOY
1977,3,37,OH BOY,BROTHERHOOD OF MAN
1977,3,38,GO YOUR OWN WAY,FLEETWOOD MAC
1977,3,39,WAKE UP SUSAN,DETROIT SPINNERS
1977,3,40,MOODY BLUE,ELVIS PRESLEY
1977,3,41,TEAR ME APART,SUZI QUATRO
1977,3,42,IN THE MOOD,RAY STEVENS
1977,3,43,YOUR OWN SPECIAL WAY,GENESIS
1977,3,44,(GET A) GRIP (ON YOURSELF),THE STRANGLERS
1977,3,45,MY KINDA LIFE,CLIFF RICHARD
1977,3,46,HA CHA CHA (FUNKTION),BRASS CONSTRUCTION
1977,3,47,I'M QUALIFIED TO SATISFY,BARRY WHITE
1977,3,48,YEAR OF THE CAT,AL STEWART
1977,3,49,LOVE IN 'C' MINOR,CERRONE
1977,3,50,WHEN,SHOWADDYWADDY
1977,4,1,KNOWING ME, KNOWING YOU
1977,4,2,GOING IN WITH MY EYES OPEN,DAVID SOUL
1977,4,3,CHANSON D'AMOUR,THE MANHATTAN TRANSFER
1977,4,4,WHEN,SHOWADDYWADDY
