song_title,artist_name
SPOTLIGHT,JENNIFER HUDSON
CHANGES,WILL YOUNG
LOVE LOCKDOWN,KANYE WEST
LIES,MCFLY
PAPER PLANES,MIA
ANGEL IN THE NIGHT,BASSHUNTER
ANOTHER WAY TO DIE,ALICIA KEYS & JACK WHITE
USE SOMEBODY,KINGS OF LEON
BURNIN' UP/WHEN YOU LOOK ME IN THE EYES,JONAS BROTHERS
PADDY'S REVENGE,STEVE MAC
THIS IS ME,DEMI LOVATO
I WANNA BE YOUR MAN,IRONIK
SO WHAT,PINK
THANK YOU FOR A LIFETIME,CLIFF RICHARD
IN THE AYER,FLO RIDA 
SOMEWHERE OVER THE RAINBOW,ISRAEL KAMAKAWIWO'OLE
WE BREAK THE DAWN,MICHELLE WILLIAMS
SWAGGA LIKE US,JAY-Z 
I DON'T CARE,FALL OUT BOY
LAST GOODBYE,AVENUE
DEATH,WHITE LIES
PLAY MY MUSIC,JONAS BROTHERS
KIDS,MGMT
EVERYTHING IS BORROWED,STREETS
WHATEVER YOU LIKE,TI
HOT N COLD,KATY PERRY
RECKONER,RADIOHEAD
WHAT A WONDERFUL WORLD,AXWELL
GREEN LIGHT,JOHN LEGEND 
EVERYTHING'S GONNA BE ALRIGHT,JAMES DOMAN
GOTTA FIND YOU,JOE JONAS
WE ROCK,CAST OF CAMP ROCK
THE PROMISE,GIRLS ALOUD
INFINITY 2008,GURU JOSH PROJECT
WIRE TO WIRE,RAZORLIGHT
UP,SATURDAYS
RAINDROPS (ENCORE UNE FOIS),SASH 
THE WINNERS SONG,GERALDINE
DON'T CALL THIS LOVE,LEON JACKSON
TAKE BACK THE CITY,SNOW PATROL
NEVER MISS A BEAT,KAISER CHIEFS
I LOVE YOU ANYWAY,BOYZONE
LOVE SHY (THINKING ABOUT YOU),PLATNUM
DANGEROUS,KARDINAL OFFISHALL 
OUCH,N-DUBZ
TALONS,BLOC PARTY
SUPERHUMAN,CHRIS BROWN
BE THE ONE,TING TINGS
RIGHT NOW (NA NA NA),AKON
7 THINGS,MILEY CYRUS
THE SHOCK OF THE LIGHTNING,OASIS
THE LOVERS ARE LOSING,KEANE
BREAKEVEN,SCRIPT
I'M SO PAID,AKON
FREEZE,T-PAIN 
MAKE YOU FEEL MY LOVE,ADELE
LONG LIVE THE QUEEN,FRANK TURNER
SWAY,KOOKS
INFINITY,GURU JOSH
PURPLE RAIN,PRINCE & THE REVOLUTION
BILLIE JEAN,CHRIS CORNELL
MY MISTAKES WERE MADE FOR YOU,LAST SHADOW PUPPETS
SUMMERTIME,WILEY
A NIGHT TO REMEMBER,CAST OF HIGH SCHOOL MUSICAL
I WANT IT ALL,CAST OF HIGH SCHOOL MUSICAL
GREATEST DAY,TAKE THAT
IF I WERE A BOY,BEYONCE
LIVE YOUR LIFE,TI 
HUMAN,KILLERS
THE BOY DOES NOTHING,ALESHA DIXON
WOMANIZER,BRITNEY SPEARS
HERO,X FACTOR FINALISTS
I HATE THIS PART,PUSSYCAT DOLLS
WE R ONE,SAME DIFFERENCE
DO YA/STAY WITH ME,MCFLY
PAPA CAN YOU HEAR ME,N-DUBZ
FORGIVE ME,LEONA LEWIS
IF SHE KNEW,LEMAR
RAIN ON YOUR PARADE,DUFFY
REHAB,RIHANNA 
GET UP ON THE DANCE FLOOR/HEADZ UP,GEORGE SAMPSON
SUPERHUMAN,CHRIS BROWN 
GOTTA BE SOMEBODY,NICKELBACK
MILES AWAY,MADONNA
CHINESE DEMOCRACY,GUNS N' ROSES
HEARTLESS,KANYE WEST
DREAM ON,CHRISTIAN FALK 
KEEPS GETTIN' BETTER,CHRISTINA AGUILERA
INSOMNIA,CRAIG DAVID
BROKEN STRINGS,JAMES MORRISON 
RUN (IN THE STYLE OF LEONA LEWIS),AMERITZ
LOST,COLDPLAY
MRS OFFICER,LIL WAYNE 
SINGLE LADIES (PUT A RING ON IT),BEYONCE
GRACE,WILL YOUNG
MY DELIRIUM,LADYHAWKE
I'M YOURS,JASON MRAZ
STAY WITH ME,MCFLY
LET IT ROCK,KEVIN RUDOLF
BIG FISH LITTLE FISH,BOB THE BUILDER
SPACEMAN,KILLERS
BETTER,BOYZONE
DOG DAYS ARE OVER,FLORENCE & THE MACHINE
LIFE IN TECHNICOLOR II,COLDPLAY
THE IMPOSSIBLE DREAM,RHYDIAN
STILL ALIVE (THEME FROM MIRROR'S EDGE),LISA MISKOVSKY
IT'S BEGINNING TO LOOK A LOT LIKE,PERRY COMO
UFO,SNEAKY SOUND SYSTEM
HALLELUJAH,ALEXANDRA BURKE
RUN,LEONA LEWIS
ONCE UPON A CHRISTMAS SONG,GERALDINE
GET UP,50 CENT
WARM THIS WINTER,GABRIELLA CILMI
ISSUES,SATURDAYS
MAD,NE-YO
CASH IN MY POCKET,WILEY 
I MISS YOU,BASSHUNTER
THE LOVING KIND,GIRLS ALOUD
CIRCUS,BRITNEY SPEARS
CRACK THE SHUTTERS,SNOW PATROL
STRONG AGAIN,N-DUBZ
LET IT ROCK,KEVIN RUDOLF 
DECODE,PARAMORE
JINGLE BELLS,BASSHUNTER
LITTLE DRUMMER BOY/PEACE ON EARTH,BANDAGED
SOBER,PINK
NO CAN DO,SUGABABES
HALLELUJAH,LEONARD COHEN
THE FEAR,LILY ALLEN
JUST DANCE,LADY GAGA
DAY 'N' NITE,KID CUDI VS CROOKERS
TAKE ME BACK,TINCHY STRYDER 
BREATHE SLOW,ALESHA DIXON
GIMME A CALL,TOMMY REILLY
ONE STEP AT A TIME,JORDIN SPARKS
T-SHIRT,SHONTELLE
ULYSSES,FRANZ FERDINAND
TONIGHT,JAY SEAN
POKER FACE,LADY GAGA
YOU FOUND ME,FRAY
WHATCHA THINK ABOUT THAT,PUSSYCAT DOLLS
GIVES YOU HELL,ALL-AMERICAN REJECTS
SOMETIME AROUND MIDNIGHT,AIRBORNE TOXIC EVENT
TO LOSE MY LIFE,WHITE LIES
DO YOU MIND,KYLA
MYKONOS,FLEET FOXES
BEAUTIFUL,AKON
BLOOD BANK,BON IVER
DEAD AND GONE,TI
THINKING OF YOU,KATY PERRY
CAMERA PHONE,GAME 
GANGSTA'S PARADISE,COOLIO 
I'M SO PAID,AKON 
FLY ON THE WALL,MILEY CYRUS
OH MY GOD,IDA MARIA
PAPARAZZI,LADY GAGA
AGAINST ALL ODDS,CULTURE SHOCK
7 THINGS,MILEY CYRUS
FEELING GOOD,MUSE
MY LIFE WOULD SUCK WITHOUT YOU,KELLY CLARKSON
LOVE STORY,TAYLOR SWI
DEAD AND GONE,TI 
OMEN,PRODIGY
CRACK A BOTTLE,EMINEM 
UP ALL NIGHT,TAKE THAT
GET ON YOUR BOOTS,U2
WONDERFUL,GARY GO
EVERYBODY,RUDENKO
AGAINST ALL ODDS,CHASE & STATUS 
WEIGHT OF THE WORLD,LEMAR
CHANGE,DANIEL MERRIWEATHER
INVADERS MUST DIE,PRODIGY
REVELRY,KINGS OF LEON
WE WALK,TING TINGS
TAKIN BACK MY LOVE,ENRIQUE IGLESIAS 
WALKING ON A DREAM,EMPIRE OF THE SUN
IF THIS ISN'T LOVE,JENNIFER HUDSON
I GET IT IN,50 CENT
SILVER & GOLD,SWAY 
HALO,BEYONCE
PARIS IS BURNING,LADYHAWKE
SHAKE IT,METRO STATION
BLOWIN' IN THE WIND,BOB DYLAN
FLOWERS & FOOTBALL TOPS,GLASVEGAS
DON'T UPSET THE RHYTHM (GO BABY GO),NOISETTES
RIGHT ROUND,FLO RIDA 
JAI HO (YOU ARE MY DESTINY),AR RAHMAN 
BEAUTIFUL,AKON 
IN FOR THE KILL,LA ROUX
SHOW ME LOVE,STEVE ANGELLO & LAIDBACK LUKE
JUST CAN'T GET ENOUGH,SATURDAYS
NOT FAIR,LILY ALLEN
HEAD SHOULDERS KNEEZ & TOEZ,KIG
TAKIN' BACK MY LOVE,ENRIQUE IGLESIAS 
NO YOU GIRLS,FRANZ FERDINAND
ISLANDS IN THE STREAM,JENKINS
CAN'T GET OVER,SEPTEMBER
LOVE ETC,PET SHOP BOYS
FAREWELL TO THE FAIRGROUND,WHITE LIES
I LOVE COLLEGE,ASHER ROTH
CHIP DIDDY CHIP,CHIPMUNK
HAPPY UP HERE,ROYKSOPP
FALLING DOWN,OASIS
THE CLIMB,MILEY CYRUS
BE ON YOU,FLO RIDA 
JUST GO,LIONEL RICHIE 
UNTOUCHABLE,GIRLS ALOUD
PLEASE DON'T LEAVE ME,PINK
TALK YOU DOWN,SCRIPT
I'D COME FOR YOU,NICKELBACK
PLEASE DON'T STOP THE RAIN,JAMES MORRISON
RUNNIN',DOMAN & GOODING
DANIEL,BAT FOR LASHES
BEAUTIFUL DIRTY RICH,LADY GAGA
SUNGLASSES AT NIGHT,SKEPTA
STUCK WITH EACH OTHER,SHONTELLE 
SHINING LIGHT,ANNIE LENNOX
LOVEGAME,LADY GAGA
THE CHAIN,FLEETWOOD MAC
DON'T STOP THE ROCK,FREESTYLE
TIME AFTER TIME,RONAN KEATING
NUMBER 1,TINCHY STRYDER 
I'M NOT ALONE,CALVIN HARRIS
WE MADE YOU,EMINEM
LOVE SEX MAGIC,CIARA 
RUBBER LOVER,MARMADUKE DUKE
FIELDS OF ANFIELD ROAD,LIVERPOOL COLLECTIVE
WARRIOR'S DANCE,PRODIGY
RETURN THE FAVOR,KERI HILSON 
KNOW YOUR ENEMY,GREEN DAY
IF U SEEK AMY,BRITNEY SPEARS
NO TIME FOR TEARS,ENEMY
SUGAR,FLO RIDA 
I REMEMBER,DEADMAU5 & KASKADE
BETTER OFF AS TWO,FRANKMUSIK
HOEDOWN THROWDOWN,MILEY CYRUS
LET'S GET EXCITED,ALESHA DIXON
SURFIN' BIRD,TRASHMEN
WHO'S LOVIN' YOU,JACKSON 5
LA LA LAND,DEMI LOVATO
I DREAMED A DREAM,PATTI LUPONE
ZERO,YEAH YEAH YEAHS
MERCURY SUMMER,FIGHTSTAR
KINGDOM OF RUST,DOVES
SO HUMAN,LADY SOVEREIGN
EMBERS,JUST JACK
EVERY WORD,ERCOLA 
MY SHARONA,KNACK
WOULDN'T YOU,N-DUBZ
TEARDROPS ON MY GUITAR,TAYLOR SWI
DRIVE TO THE CITY,GO AUDIO
HATE MY LIFE,THEORY OF A DEADMAN
FOR WHAT IT'S WORTH,PLACEBO
BONKERS,DIZZEE RASCAL
BOOM BOOM POW,BLACK EYED PEAS
RELEASE ME,AGNES
RED,DANIEL MERRIWEATHER
KISS ME THRU THE PHONE,SOULJA BOY TELLEM 
UNTOUCHED,VERONICAS
KNOCK YOU DOWN,KERI HILSON
NEW IN TOWN,LITTLE BOOTS
TINY DANCER (HOLD ME CLOSER),IRONIK
WE ARE THE PEOPLE,EMPIRE OF THE SUN
IN THE HEAT OF THE NIGHT,STAR PILOTS
CANDY,PAOLO NUTINI
WAKING UP IN VEGAS,KATY PERRY
FINDERS KEEPERS,YOU ME AT SIX
FAIRYTALE,ALEXANDER RYBAK
PALLADIO,ESCALA
I DO NOT HOOK UP,KELLY CLARKSON
AIN'T NO SUNSHINE,BILL WITHERS
BEAUTIFUL,EMINEM
JUMP IN THE POOL,FRIENDLY FIRES
WELCOME TO THE WORLD,KEVIN RUDOLF 
KASHMIR,ESCALA 
WHAT ABOUT NOW,DAUGHTRY
SHE'S GOT ME DANCIN,TOMMY SPARKS
DIVA,BEYONCE
ALIVE,BLACK EYED PEAS
NO BOUNDARIES,KRIS ALLEN
FOR AN ANGEL 2009,PAUL VAN DYK
TOO MANY MAN,BOY BETTER KNOW
DRIFTING AWAY,FAITHLESS
BULLETPROOF,LA ROUX
WHEN LOVE TAKES OVER,DAVID GUETTA 
MAMA DO,PIXIE LOTT
RABBIT HEART (RAISE IT UP),FLORENCE & THE MACHINE
HEARTBREAK (MAKE ME A DANCER),FREEMASONS
BATTLEFIELD,JORDIN SPARKS
HUSH HUSH HUSH HUSH,PUSSYCAT DOLLS
NEW DIVIDE,LINKIN PARK
FIRE,KASABIAN
RAINDROPS,BASEMENT JAXX
SAID IT ALL,TAKE THAT
STONE COLD SOBER,PALOMA FAITH
WORK,SATURDAYS
NEVER FORGET YOU,NOISETTES
HEAVY CROSS,GOSSIP
THE SHOW,LENKA
HOLD ON,LAZEE 
BE THE ONE,JACK PENATE
15 MINUTES,YEAH YOU'S
I KNOW YOU WANT ME (CALLE OCHO),PITBULL
ABC,JACKSON 5
I'LL BE THERE,JACKSON 5
WANNA BE STARTIN' SOMETHIN',MICHAEL JACKSON
SECOND CHANCE,SHINEDOWN
BLAME IT ON THE BOOGIE,JACKSONS
UNDERDOG,KASABIAN
I GOTTA FEELING,BLACK EYED PEAS
IF TODAY WAS YOUR LAST DAY,NICKELBACK
PARANOID,JONAS BROTHERS
CAN YOU FEEL IT,JACKSONS
I JUST CAN'T STOP LOVING YOU,MICHAEL JACKSON
21 GUNS,GREEN DAY
BEAT AGAIN,JLS
SUPERNOVA,MR HUDSON 
EVACUATE THE DANCEFLOOR,CASCADA
SWEET DREAMS,BEYONCE
POPPIHOLLA,CHICANE
DIAMOND RINGS,CHIPMUNK 
DON'T TRUST ME,3OH3
CONFUSION GIRL,FRANKMUSIK
STICKS 'N' STONES,JAMIE T
SHARK IN THE WATER,VV BROWN
BOX N LOCKS,MPHO
FUNHOUSE,PINK
FIRE BURNING,SEAN KINGSTON
WORK,CIARA 
CRYING LIGHTNING,ARCTIC MONKEYS
GIVE IT TO ME RIGHT,MELANIE FIONA
YOU GOT THE LOVE,FLORENCE & THE MACHINE
RADAR,BRITNEY SPEARS
22,LILY ALLEN
FOOT OF THE MOUNTAIN,A-HA
YOU BELONG WITH ME,TAYLOR SWI
ICE CREAM FREEZE (LET'S CHILL),HANNAH MONTANA
JUMP,FLO RIDA 
STORY OF A HEART,BENNY ANDERSSON BAND
HOLIDAY,DIZZEE RASCAL
SEXY CHICK,DAVID GUETTA 
READY FOR THE WEEKEND,CALVIN HARRIS
NEVER LEAVE YOU,TINCHY STRYDER 
REMEDY,LITTLE BOOTS
OUTTA HERE,ESMEE DENTERS
THAT GOLDEN RULE,BIFFY CLYRO
GET SHAKY,IAN CAREY PROJECT
THE DAY I DIED,JUST JACK
BIRTHDAY SEX,JEREMIH
HEARTBEAT,NNEKA
BEHIND CLOSED DOORS,PETER ANDRE
SWEET DISPOSITION,TEMPER TRAP
ONE MORE CHANCE,BLOC PARTY
REMEMBER ME,TI
SO FINE,SEAN PAUL
OBSESSED,MARIAH CAREY
HOTEL ROOM SERVICE,PITBULL
WHERE DID ALL THE LOVE GO,KASABIAN
ENERGY,KERI HILSON
SUPERHUMAN TOUCH,ATHLETE
LITTLE LION MAN,MUMFORD & SONS
SKETCHEAD,ARCTIC MONKEYS
ALREADY GONE,KELLY CLARKSON
WILD YOUNG HEARTS,NOISETTES
THE FIXER,PEARL JAM
BLUE SKIES,NOAH & THE WHALE
STELLIFY,IAN BROWN
PULL MY HEART AWAY,JACK PENATE
BREAK YOUR HEART,TAIO CRUZ
EMPIRE STATE OF MIND,JAY-Z 
SHE WOLF,SHAKIRA
RUN THIS TOWN,JAY-Z 
BOYS & GIRLS,PIXIE LOTT
CELEBRATION,MADONNA
LEFT MY HEART IN TOKYO,MINI VIVA
DIRTEE CASH,DIZZEE RASCAL
WE ARE GOLDEN,MIKA
GET SEXY,SUGABABES
EVERY MORNING,BASSHUNTER
UPRISING,MUSE
WATCH THE SUN COME UP,EXAMPLE
IGNORANCE,PARAMORE
NEW YORK,PALOMA FAITH
YOUNG FOREVER,JAY-Z 
MY MAN,JADE EWEN
SOS (LET THE MUSIC PLAY),JORDIN SPARKS
FAME,NATURI NAUGHTON
CHILLIN,WALE 
I'M NOT YOUR TOY,LA ROUX
BROKEN HEARTED GIRL,BEYONCE
GHOSTS N STUFF,DEADMAU5
SONG AWAY,HOCKEY
DRUMMING SONG,FLORENCE & THE MACHINE
SAY IT,BOOTY LUV
MAKE HER SAY,KID CUDI 
IF THIS IS IT,NEWTON FAULKNER
NOW I'M THAT CHICK,LIVVI FRANC 
CHAKA DEMUS EP,JAMIE T
SINGING THE BLUES,CLIFF RICHARD & THE SHADOWS
USE SOMEBODY,PIXIE LOTT
PUSSY,RAMMSTEIN
ROCK IT/FOLLOW THE LIGHT,SUB FOCUS
FIGHT FOR THIS LOVE,CHERYL COLE
WHAT ABOUT NOW,WESTLIFE
DOWN,JAY SEAN 
BAD BOYS,ALEXANDRA BURKE 
HAVEN'T MET YOU YET,MICHAEL BUBLE
MEET ME HALFWAY,BLACK EYED PEAS
OOPSY DAISY,CHIPMUNK
MILLION DOLLAR BILL,WHITNEY HOUSTON
BODIES,ROBBIE WILLIAMS
PARTY IN THE USA,MILEY CYRUS
BAD ROMANCE,LADY GAGA
YOU'RE NOT ALONE,TINCHY STRYDER
THE CAPTAIN,BIFFY CLYRO
I GOT SOUL,YOUNG SOUL REBELS
GOOD GIRLS GO BAD,COBRA STARSHIP
ANYWAY,DUCK SAUCE
FOREVER IS OVER,SATURDAYS
FLASHBACK,CALVIN HARRIS
3 WORDS,CHERYL COLE 
PENCIL FULL OF LEAD,PAOLO NUTINI
THE SPELL,ALPHABEAT
CRY ME A RIVER,MICHAEL BUBLE
DOMINOS,BIG PINK
WHEELS,FOO FIGHTERS
BROKEN-HEARTED GIRL,BEYONCE
ROCK N ROLLER,KANO
BAD THINGS,JACE EVERETT
MERCEDES BENZ,SWAY
GHOSTBUSTERS,RAY PARKER JR
MONSTER MASH,BOBBY BORIS PICKETT
IT'S NOT THE END OF THE WORLD BUT I CAN,LOSTPROPHETS
WHITE LIES,MR HUDSON
FACE DROP,SEAN KINGSTON
PAPILLON,EDITORS
BRING ME TO LIFE,KATHERINE JENKINS
MAMA SAID,DIONNE BROMFIELD
BLACK & BLUE,MIIKE SNOW
GHOSTS 'N' STUFF,DEADMAU5 
I'M ALL OVER IT,JAMIE CULLUM
YOU AND I,MEDINA
HIDING ALL THE STARS,CHICANE
THE OFFICIAL BBC CHILDREN IN NEED MEDLEY,PETER KAY'S ANIMATED ALL STAR
YOU ARE NOT ALONE,X FACTOR FINALISTS 2009
WHATCHA SAY,JASON DERULO
RUSSIAN ROULETTE,RIHANNA
TIK TOK,KESHA
WILD HORSES,SUSAN BOYLE
HAPPY,LEONA LEWIS
EVERYBODY IN LOVE,JLS
I NEED YOU,N-DUBZ
3,BRITNEY SPEARS
CRY ME OUT,PIXIE LOTT
I WANT TO KNOW WHAT LOVE IS,MARIAH CAREY
YOU'VE GOT THE LOVE,FLORENCE & THE MACHINE
ABOUT A GIRL,SUGABABES
YOU KNOW ME,ROBBIE WILLIAMS
BABY BY ME,50 CENT 
TO LOVE AGAIN,ALESHA DIXON
I CAN TRANSFORM YA,CHRIS BROWN 
TELEPHONE,LADY GAGA
END CREDITS,CHASE & STATUS 
SWEET CHILD O' MINE,TAKEN BY TREES
DID IT AGAIN,SHAKIRA
LOOK FOR ME,CHIPMUNK 
I DREAMED A DREAM,SUSAN BOYLE
JUST SAY YES,SNOW PATROL
PLAYING WITH FIRE,N-DUBZ 
WAIT YOUR TURN,RIHANNA
ONE LOVE,DAVID GUETTA 
WHO'D HAVE KNOWN,LILY ALLEN
UNDISCLOSED DESIRES,MUSE
NO OTHER ONE,TAIO CRUZ
I NEED YOU NOW,AGNES
MONSTER,LADY GAGA
RAIN,MIKA
ALEJANDRO,LADY GAGA
STOP CRYING YOUR HEART OUT,LEONA LEWIS
INNOCENT,STEREOPHONICS
SO HAPPY I COULD DIE,LADY GAGA
DANCE IN THE DARK,LADY GAGA
EGO,SATURDAYS
WINTER WINDS,MUMFORD & SONS
THE CLIMB,JOE MCELDERRY
STARSTRUKK,3OH3 
MORNING AFTER DARK,TIMBALAND
DOESN'T MEAN ANYTHING,ALICIA KEYS
BROKEN HEELS,ALEXANDRA BURKE
LET THE BASS KICK IN MIAMI GIRL,CHUCKIE & LMFAO
DECEMBER SONG (I DREAMED OF CHRISTMAS),GEORGE MICHAEL
MUST BE SANTA,BOB DYLAN
FOREVER,DRAKE
EMPIRE STATE OF MIND (PART II),ALICIA KEYS
BOHEMIAN RHAPSODY,QUEEN & THE MUPPETS
KINGS AND QUEENS,30 SECONDS TO MARS
VIDEO PHONE,BEYONCE
SILVER BELLS/ME AND MY TEDDY BEAR,SIR TERRY WOGAN & ALED JONES
IT'S BEGINNING TO LOOK A LOT LIKE CHRIST,PERRY COMO
IT DOESN'T OFTEN SNOW AT CHRISTMAS,PET SHOP BOYS
ONE SHOT,JLS
DO YOU WANT THE TRUTH OR SOMETHING ELSE,PALOMA FAITH
SANTA BABY,EARTHA KITT
FIREFLIES,OWL CITY
DON'T STOP BELIEVIN',GLEE CAST
REPLAY,IYAZ
RIVERSIDE (LET'S GO),SIDNEY SAMSON 
WON'T GO QUIETLY,EXAMPLE
DO YOU REMEMBER,JAY SEAN
IF WE EVER MEET AGAIN,TIMBALAND 
STAY TOO LONG,PLAN B
ONE TIME,JUSTIN BIEBER
MANY OF HORROR,BIFFY CLYRO
RUDE BOY,RIHANNA
ALL THE RIGHT MOVES,ONEREPUBLIC
ECHO,GIRLS CAN'T CATCH
SHUT IT DOWN,PITBULL 
TAKE THAT,WILEY & CHEW FU
BEDROCK,YOUNG MONEY 
STRANDED (HAITI MON AMOUR),JAY-Z
HARD,RIHANNA 
YOU USED TO HOLD ME,CALVIN HARRIS
TAKE A BOW,GLEE CAST
WHERE WE BELONG,LOSTPROPHETS
COULD THIS BE REAL,SUB FOCUS
10-Oct,PAOLO NUTINI
BUST YOUR WINDOWS,GLEE CAST
GOLD DIGGER,GLEE CAST
DROP THE WORLD,LIL WAYNE 
TRY SLEEPING WITH A BROKEN HEART,ALICIA KEYS
COUSINS,VAMPIRE WEEKEND
TAKING CHANCES,GLEE CAST
ONE LESS LONELY GIRL,JUSTIN BIEBER
A MESSAGE,COLDPLAY
TIK TOK (PARODY),MIDNIGHT BEAST
HALLELUJAH,TIMBERLAKE
UNDER THE SHEETS,ELLIE GOULDING
LET IT BE,JENNIFER HUDSON 
SUPAFLY,FUGATIVE
THE REELING,PASSION PIT
IN MY HEAD,JASON DERULO
YOU GOT THE DIRTEE LOVE,FLORENCE
STARRY EYED,ELLIE GOULDING
WEAR MY KISS,SUGABABES
EVERYBODY HURTS,HELPING HAITI
PARACHUTE,CHERYL COLE
OPPOSITE OF ADULTS,CHIDDY BANG
HOLLYWOOD,MARINA & THE DIAMONDS
I GOT YOU,LEONA LEWIS
THE WAY LOVE GOES,LEMAR
HALO/WALKING ON SUNSHINE,GLEE CAST
BLAH BLAH BLAH,KESHA 
UNDER PRESSURE (ICE ICE BABY),JEDWARD 
HOLE IN MY HEART,ALPHABEAT
GRAVITY,PIXIE LOTT
CRAWL,CHRIS BROWN
RESISTANCE,MUSE
IT'S MY LIFE/CONFESSIONS PART II,GLEE CAST
ROCK THAT BODY,BLACK EYED PEAS
YOU OVERDID IT DOLL,COURTEENERS
THE CAVE,MUMFORD & SONS
SWEET CAROLINE,GLEE CAST
DON'T GO THERE,GIGGS 
KEEP HOLDING ON,GLEE CAST
WILE OUT,DJ ZINC 
NO AIR,GLEE CAST
SOMEBODY TO LOVE,GLEE CAST
PURE IMAGINATION,ANTHONY NEWLEY
NO SUPERSTAR,REMADY
SWEET HARMONY,DANNY BYRD 
OH AFRICA,AKON 
TODAY WAS A FAIRYTALE,TAYLOR SWI
THONG SONG,GLEE CAST
MOONLIGHT KISS,RAUL MALO
TELEPHONE,LADY GAGA 
PASS OUT,TINIE TEMPAH
BABY,JUSTIN BIEBER 
HOT,INNA
GAVE IT ALL AWAY,BOYZONE
OMG,USHER 
ON A MISSION,GABRIELLA CILMI
MY NAME,MCLEAN
NEVER BE YOUR WOMAN,NAUGHTY BOY PTS WILEY 
WHY DON'T YOU,GRAMOPHONEDZIE
BAD BOY,SKEPTA
CARRY OUT,TIMBALAND 
NUMBER ONE ENEMY,DAISY DARES YOU 
MEMORIES,DAVID GUETTA 
ONLY MAN,AUDIO BULLYS
TRUE COLORS,GLEE CAST
AUTUMN (TRIBUTE TO DEBBIE PHILLIPS),SARAH PHILLIPS
SAY IT'S OVER,N-DUBZ
MORNING SUN,ROBBIE WILLIAMS
UPSIDE DOWN,PALOMA FAITH
ALL NIGHT LONG,ALEXANDRA BURKE
ROCKET,GOLDFRAPP
I'M IN THE HOUSE,STEVE AOKI 
HOW LOW,LUDACRIS
MATTERS AT ALL,KIDS IN GLASS HOUSES
LOVE IS A HURRICANE,BOYZONE
I AM,MARY J BLIGE
ONE MORE LIE (STANDING IN THE SHADOWS),CRAIG DAVID
ON TO THE NEXT ONE,JAY-Z 
THE ONLY EXCEPTION,PARAMORE
LEAN ON ME,GLEE CAST
IMAGINE,GLEE CAST
RIDIN' SOLO,JASON DERULO
DEFYING GRAVITY,GLEE CAST
MY PROPELLER,ARCTIC MONKEYS
WHO WANTS TO BE ALONE,TIESTO 
DEVIL'S SPOKE,LAURA MARLING
U SMILE,JUSTIN BIEBER
ONCE,DIANA VICKERS
UNTIL YOU WERE GONE,CHIPMUNK 
SHE SAID,PLAN B
THIS AIN'T A LOVE SONG,SCOUTING FOR GIRLS
I NEED YOU TONIGHT,PROFESSOR GREEN 
ACAPELLA,KELIS
NATURALLY,SELENA GOMEZ & THE SCENE
DIRTY PICTURE,TAIO CRUZ 
GIVES YOU HELL,GLEE CAST
DO-WAH-DOO,KATE NASH
I'D RATHER BE WITH YOU,JOSHUA RADIN
SKINNY GENES,ELIZA DOOLITTLE
YOU'LL NEVER WALK ALONE,GERRY & THE PACEMAKERS
HELLO,GLEE CAST
LOVE DRUNK,BOYS LIKE GIRLS
FOR YOUR ENTERTAINMENT,ADAM LAMBERT
HELLO GOODBYE,GLEE CAST
HEARTBEAT SONG,FUTUREHEADS
HEY SOUL SISTER,TRAIN
OVER,DRAKE
I AM NOT A ROBOT,MARINA & THE DIAMONDS
NO TEARS TO CRY/WAKE UP THE NATION,PAUL WELLER
HELLO I LOVE YOU,GLEE CAST
TE AMO,RIHANNA
EGO,BEYONCE
LOST IN STEREO,ALL TIME LOW
THIS IS WAR,30 SECONDS TO MARS
LIQUID CONFIDENCE (NOTHING TO LOSE),YOU ME AT SIX
HIGHWAY TO HELL,GLEE CAST
WHY CAN'T THERE BE LOVE,DEE EDWARDS
BUBBLES,BIFFY CLYRO
DIRTEE DISCO,DIZZEE RASCAL
NOTHIN' ON YOU,BOB 
SOLO,IYAZ
NOT AFRAID,EMINEM
WE DANCE ON,N-DUBZ 
STEREO LOVE,EDWARD MAYA 
CANDY,AGGRO SANTOS 
GOOD TIMES,ROLL DEEP
EENIE MEENIE,SEAN KINGSTON & JUSTIN BIEBER
ALL NIGHT LONG,ALEXANDRA BURKE 
SHE'S ALWAYS A WOMAN,FYFE DANGERFIELD
WAVIN' FLAG,K'NAAN
YOUR LOVE IS MY DRUG,KESHA
WATERCOLOUR,PENDULUM
MAKE ME WANNA DIE,PRETTY RECKLESS
THREE LIONS 2010,SQUAD
OVER THE RAINBOW,DANIELLE HOPE
GUNS AND HORSES,ELLIE GOULDING
I LIKE,KERI HILSON
I DREAMED A DREAM,GLEE CAST
NOT MYSELF TONIGHT,CHRISTINA AGUILERA
GETTIN' OVER,DAVID GUETTA 
JESSIE'S GIRL,GLEE CAST
THE FLOOD,KATIE MELUA
DREAM ON,GLEE CAST
TURN IT UP,PIXIE LOTT
BETTER THAN LOVE,HURTS
NEUTRON STAR COLLISION (LOVE IS FOREVER),MUSE
TOTAL ECLIPSE OF THE HEART,GLEE CAST
AS WE ENTER,NAS & DAMIAN MARLEY
BAD ROMANCE,GLEE CAST
WITCHCRAFT,PENDULUM
RUN JOEY RUN,GLEE CAST
FEELING GOOD,MICHAEL BUBLE
POKER FACE,GLEE CAST
NEED YOU NOW,LADY ANTEBELLUM
