year,month,rank,artist,song,romance_score
2013,11,25,passenger,lethergo,5
2013,11,26,robinthicke,blurredlines,7
2013,11,27,iggyazalea,changeyourlife,4
2013,11,28,justinbieber,holdtight,3
2013,11,29,jasonmraz,iwontgiveup,5
2013,11,30,saturdays,discolove,0
2013,11,31,iconapop,allnight,0
2013,11,32,chasestatus,countonme,3
2013,11,34,rizzlekicks,skiptothegoodbit,5
2013,11,35,seanpaul,turnitup,0
2013,11,36,cher,ihopeyoufindit,9
2013,11,37,klangkarussell,sonnentanzsundontshine,0
2013,11,38,johnnewman,cheating,0
2013,11,40,mileycyrus,wecantstop,3
2013,11,42,johnnewman,lovemeagain,0
2013,11,43,dizzeerascal,lovethistown,0
2013,11,44,sway,nosleep,3
2013,11,45,taylorswift,sweeterthanfiction,7
2013,11,46,christinaperri,athousandyears,5
2013,11,47,londongrammar,strong,0
2013,11,48,demilovato,skyscraper,5
2013,11,49,jessiej,itsmyparty,0
2013,11,50,ladygaga,applause,0
2013,11,51,arcticmonkeys,doiwannaknow,0
2013,11,52,jayz,holygrail,8
2013,11,53,littlenikki,littlenikkisays,0
2013,11,54,awolnation,sail,0
2013,11,55,naughtyboy,lalala,0
2013,11,57,arcticmonkeys,whydyouonlycallmewhenyourehigh,0
2013,11,58,jakebugg,whatdoesntkillyou,3
2013,11,59,onedirection,bestsongever,0
2013,11,60,katyperry,unconditionally,3
2013,11,61,blackstreet,nodiggity,5
2013,11,63,macklemore,cantholdus,3
2013,11,64,nelly,getlikeme,3
2013,11,65,dizzeerascal,somethingreallybad,5
2013,11,66,rihanna,pouritup,5
2013,11,67,djfresh,earthquake,0
2013,11,68,katyperry,darkhorse,3
2013,11,69,iconapop,iloveit,0
2013,11,70,haim,thewire,3
2013,11,73,bastille,pompeii,5
2013,11,75,jasminethompson,aintnobody,15
2013,11,76,lumineers,hohey,7
2013,11,77,imaginedragons,radioactive,0
2013,11,78,lorde,tenniscourt,6
2013,11,79,disclosure,helpmelosemymind,0
2013,11,80,katyperry,walkingonair,3
2013,11,81,jakebugg,slumvillesunrise,3
2013,11,82,gleecast,ifidieyoung,3
2013,11,83,justinbieber,allthatmatters,3
2013,11,84,pink,justgivemeareason,5
2013,11,85,brunomars,treasure,6
2013,11,86,rizzlekicks,lostgeneration,8
2013,11,87,sarahmclachlan,angel,5
2013,11,89,keane,everybodyschanging,3
2013,11,90,rudimental,waitingallnight,0
2013,11,91,leyouth,cool,0
2013,11,92,maroon5,shewillbeloved,0
2013,11,93,fuseodg,antenna,0
2013,11,95,1975,girls,5
2013,11,96,brunomars,wheniwasyourman,5
2013,11,98,arcadefire,reflektor,0
2013,11,99,swedishhousemafia,dontyouworrychild,10
2013,11,100,katyperry,firework,3
2013,12,1,calvinharris,undercontrol,3
2013,12,2,garybarlow,letmego,0
2013,12,3,onedirection,storyofmylife,6
2013,12,4,lilyallen,somewhereonlyweknow,0
2013,12,5,bastille,ofthenight,0
2013,12,6,mcfly,loveisontheradio,6
2013,12,7,eminem,themonster,5
2013,12,8,elliegoulding,howlongwilliloveyou,3
2013,12,10,martingarrix,animals,0
2013,12,12,littlemix,move,6
2013,12,13,lorde,royals,3
2013,12,15,stormqueen,lookrightthrough,3
2013,12,16,onerepublic,countingstars,3
2013,12,17,afrojack,thespark,12
2013,12,18,katyperry,roar,0
2013,12,19,onedirection,youi,0
2013,12,20,mileycyrus,wreckingball,5
2013,12,21,onedirection,dontforgetwhereyoubelong,3
2013,12,22,awolnation,sail,0
2013,12,23,robbiewilliams,gogentle,0
2013,12,24,avicii,wakemeup,7
2013,12,25,ollymurs,handonheart,3
2013,12,26,jasonderulo,trumpets,3
2013,12,27,rudimental,free,3
2013,12,28,elliegoulding,burn,3
2013,12,29,jamesblunt,bonfireheart,3
2013,12,30,drake,holdonweregoinghome,3
2013,12,31,lilyallen,hardouthere,0
2013,12,32,wilkinson,afterglow,0
2013,12,33,jasonderulo,talkdirty,3
2013,12,34,rizzlekicks,skiptothegoodbit,5
2013,12,35,katyperry,unconditionally,3
2013,12,36,showtek,booyah,0
2013,12,37,justinbieber,rollercoaster,8
2013,12,38,ryx,berlin,3
2013,12,39,rihanna,whatnow,6
2013,12,40,jessiej,thunder,3
2013,12,41,ylvis,thefox,8
2013,12,42,onedirection,bestsongever,0
2013,12,43,vamps,canwedance,3
2013,12,44,fatboyslim,eatsleepraverepeat,0
2013,12,45,dizzeerascal,lovethistown,0
2013,12,46,boyzone,lovewillsavetheday,5
2013,12,47,mariahcarey,alliwantforchristmasisyou,8
2013,12,48,onedirection,strong,0
2013,12,49,onedirection,midnightmemories,0
2013,12,51,passenger,lethergo,5
2013,12,52,keane,somewhereonlyweknow,0
2013,12,53,pogues,fairytaleofnewyork,6
2013,12,54,bastille,pompeii,5
2013,12,55,rodstewart,foreveryoung,8
2013,12,56,tinietempah,childrenofthesun,5
2013,12,57,1975,girls,5
2013,12,58,onedirection,diana,5
2013,12,59,maryjblige,doyouhearwhatihear,0
2013,12,60,celinedion,lovedmebacktolife,0
2013,12,61,eminem,berzerk,0
2013,12,62,robinthicke,blurredlines,7
2013,12,63,conormaynard,rucrazy,5
2013,12,64,kidink,showme,3
2013,12,65,jamesarthur,yourenobodytilsomebodylovesyou,0
2013,12,66,kanyewest,bound2,7
2013,12,67,avicii,youmakeme,0
2013,12,68,mileycyrus,wecantstop,3
2013,12,69,slade,everyday,0
2013,12,70,jls,billionlights,5
2013,12,71,pharrellwilliams,happy,3
2013,12,72,tracychapman,fastcar,0
2013,12,73,jessiej,sexylady,3
2013,12,74,benpearce,whatimightdo,0
2013,12,75,ladygaga,applause,0
2013,12,76,eminem,survival,13
2013,12,78,naughtyboy,thinkaboutit,3
2013,12,79,arcticmonkeys,doiwannaknow,0
2013,12,80,envogue,dontletgolove,3
2013,12,81,lawson,juliet,0
2013,12,82,mumfordsons,iwillwait,5
2013,12,83,lumineers,hohey,7
2013,12,84,klangkarussell,sonnentanzsundontshine,0
2013,12,85,johnnewman,lovemeagain,0
2013,12,86,killers,shotatthenight,5
2013,12,87,foxes,youth,0
2013,12,88,jessiej,itsmyparty,0
2013,12,89,robbiewilliams,iwannabelikeyou,3
2013,12,91,wham,lastchristmas,3
2013,12,92,wizzard,iwishitcouldbechristmaseveryday,3
2013,12,93,macklemore,samelove,13
2013,12,94,william,bangbang,3
2013,12,95,bronskibeat,smalltownboy,3
2013,12,96,naughtyboy,lalala,0
2013,12,97,britneyspears,workbitch,0
2013,12,98,eminem,rapgod,11
2013,12,100,imaginedragons,ontopoftheworld,0
2014,1,1,pharrellwilliams,happy,3
2014,1,2,sambailey,skyscraper,5
2014,1,4,jasonderulo,trumpets,3
2014,1,5,eminem,themonster,5
2014,1,6,lilyallen,somewhereonlyweknow,0
2014,1,7,elliegoulding,howlongwilliloveyou,3
2014,1,8,katyperry,roar,0
2014,1,9,onedirection,storyofmylife,6
2014,1,10,onerepublic,countingstars,3
2014,1,11,garybarlow,letmego,0
2014,1,12,bastille,ofthenight,0
2014,1,13,martingarrix,animals,0
2014,1,14,littlemix,move,6
2014,1,15,leonalewis,onemoresleep,3
2014,1,16,lorde,royals,3
2014,1,17,avicii,wakemeup,7
2014,1,18,elliegoulding,burn,3
2014,1,19,littlemix,littleme,3
2014,1,20,calvinharris,undercontrol,3
2014,1,21,jasonderulo,talkdirty,3
2014,1,22,mileycyrus,wreckingball,5
2014,1,23,stormqueen,lookrightthrough,3
2014,1,24,pogues,fairytaleofnewyork,6
2014,1,25,awolnation,sail,0
2014,1,27,katyperry,unconditionally,3
2014,1,29,beyonceknowles,drunkinlove,3
2014,1,30,mariahcarey,alliwantforchristmasisyou,8
2014,1,31,rizzlekicks,skiptothegoodbit,5
2014,1,32,edsheeran,iseefire,7
2014,1,33,ylvis,thefox,8
2014,1,34,onedirection,bestsongever,0
2014,1,35,vamps,canwedance,3
2014,1,36,jamesblunt,bonfireheart,3
2014,1,37,johnnewman,lovemeagain,0
2014,1,38,bastille,pompeii,5
2014,1,39,robinthicke,blurredlines,7
2014,1,40,jessiej,itsmyparty,0
2014,1,41,wilkinson,afterglow,0
2014,1,42,jessiej,thunder,3
2014,1,43,drake,holdonweregoinghome,3
2014,1,44,passenger,lethergo,5
2014,1,45,chasestatus,alive,0
2014,1,46,onedirection,midnightmemories,0
2014,1,47,avicii,youmakeme,0
2014,1,50,psy,gangnamstyle,8
2014,1,51,eminem,berzerk,0
2014,1,52,mileycyrus,wecantstop,3
2014,1,53,johnnewman,losingsleep,3
2014,1,55,kellyclarkson,underneaththetree,3
2014,1,56,arcticmonkeys,doiwannaknow,0
2014,1,57,idinamenzel,letitgo,0
2014,1,58,calvinharris,ineedyourlove,5
2014,1,59,subfocus,turnbacktime,0
2014,1,60,conormaynard,rucrazy,5
2014,1,61,fatboyslim,eatsleepraverepeat,0
2014,1,62,eminem,survival,13
2014,1,63,afrojack,thespark,12
2014,1,64,rebeccaferguson,ihope,5
2014,1,65,beyonceknowles,mine,3
2014,1,66,robbiewilliams,gogentle,0
2014,1,67,rihanna,whatnow,6
2014,1,68,wham,lastchristmas,3
2014,1,69,jamesarthur,yourenobodytilsomebodylovesyou,0
2014,1,70,ollymurs,handonheart,3
2014,1,72,jamesarthur,recovery,0
2014,1,73,naughtyboy,lalala,0
2014,1,74,demilovato,skyscraper,5
2014,1,75,ladygaga,applause,0
2014,1,77,eminem,rapgod,11
2014,1,78,demilovato,letitgo,3
2014,1,79,tinietempah,childrenofthesun,5
2014,1,80,wizzard,iwishitcouldbechristmaseveryday,3
2014,1,82,showtek,booyah,0
2014,1,83,macklemore,cantholdus,3
2014,1,84,tomodell,anotherlove,0
2014,1,85,imaginedragons,radioactive,0
2014,1,86,blackstreet,nodiggity,5
2014,1,87,kidink,showme,3
2014,1,88,kanyewest,golddigger,3
2014,1,89,lawson,juliet,0
2014,1,90,william,bangbang,3
2014,1,91,chrisrea,drivinghomeforchristmas,0
2014,1,92,slade,merryxmaseverybody,0
2014,1,93,beyonceknowles,prettyhurts,6
2014,1,94,justinbieber,allthatmatters,3
2014,1,95,bonjovi,livinonaprayer,0
2014,1,96,1975,girls,5
2014,1,97,bryanadams,summerof69,3
2014,1,98,onedirection,whatmakesyoubeautiful,3
2014,1,99,nickelback,rockstar,5
2014,1,100,rizzlekicks,lostgeneration,8
2014,2,1,cleanbandit,ratherbe,3
2014,2,2,pharrellwilliams,happy,3
2014,2,3,vamps,wildheart,3
2014,2,4,neonjungle,braveheart,3
2014,2,5,pitbull,timber,0
2014,2,7,jasonderulo,trumpets,3
2014,2,8,fuseodg,millionpoundgirlbadderthanbad,3
2014,2,10,vancejoy,riptide,3
2014,2,11,elliegoulding,howlongwilliloveyou,3
2014,2,12,beyonceknowles,drunkinlove,3
2014,2,13,bustarhymes,thankyou,12
2014,2,14,subfocus,turnbacktime,0
2014,2,15,eminem,themonster,5
2014,2,16,elyarfox,doitalloveragain,3
2014,2,17,onerepublic,countingstars,3
2014,2,18,tinietempah,lovernotafighter,3
2014,2,19,martingarrix,animals,0
2014,2,20,bastille,ofthenight,0
2014,2,21,littlemix,littleme,3
2014,2,22,idinamenzel,letitgo,0
2014,2,23,kidink,showme,3
2014,2,24,beyonceknowles,xo,3
2014,2,25,katyperry,roar,0
2014,2,26,avicii,wakemeup,7
2014,2,27,macklemore,whitewalls,5
2014,2,28,awolnation,sail,0
2014,2,29,lorde,royals,3
2014,2,30,onedirection,storyofmylife,6
2014,2,31,shakira,cantremembertoforgetyou,0
2014,2,32,onerepublic,ifilosemyself,0
2014,2,33,mileycyrus,adoreyou,3
2014,2,34,edsheeran,iseefire,7
2014,2,35,chasestatus,alive,0
2014,2,36,littlemix,move,6
2014,2,37,calvinharris,undercontrol,3
2014,2,39,elliegoulding,burn,3
2014,2,40,stormqueen,lookrightthrough,3
2014,2,41,lilyallen,somewhereonlyweknow,0
2014,2,42,vamps,canwedance,3
2014,2,43,johnnewman,lovemeagain,0
2014,2,44,garybarlow,letmego,0
2014,2,45,drake,holdonweregoinghome,3
2014,2,46,wilkinson,afterglow,0
2014,2,47,jamesblunt,bonfireheart,3
2014,2,49,robinthicke,blurredlines,7
2014,2,50,sambailey,skyscraper,5
2014,2,51,bastille,pompeii,5
2014,2,52,jasonderulo,talkdirty,3
2014,2,53,hardwell,dareyou,3
2014,2,54,mileycyrus,wreckingball,5
2014,2,55,sophieellisbextor,youngblood,3
2014,2,56,kristenbell,doyouwanttobuildasnowman,3
2014,2,57,passenger,lethergo,5
2014,2,58,saintraymond,youngblood,0
2014,2,59,demilovato,letitgo,3
2014,2,60,halfmoonrun,fullcircle,3
2014,2,61,macklemore,cantholdus,3
2014,2,63,imaginedragons,demons,5
2014,2,64,americanauthors,bestdayofmylife,3
2014,2,66,jamesblunt,hearttoheart,0
2014,2,67,katyperry,unconditionally,3
2014,2,68,georgeezra,budapest,0
2014,2,69,shanefilan,kneedeepinmyheart,6
2014,2,70,katyperry,darkhorse,3
2014,2,71,fatboyslim,eatsleepraverepeat,0
2014,2,72,avicii,youmakeme,0
2014,2,73,idinamenzel,forthefirsttimeinforever,10
2014,2,74,arcticmonkeys,doiwannaknow,0
2014,2,75,imaginedragons,radioactive,0
2014,2,76,showtek,booyah,0
2014,2,77,klangkarussell,sonnentanzsundontshine,0
2014,2,78,naughtyboy,lalala,0
2014,2,79,rudimental,notgivingin,0
2014,2,80,mileycyrus,wecantstop,3
2014,2,81,onedirection,bestsongever,0
2014,2,82,johnnewman,losingsleep,3
2014,2,83,dappy,noregrets,6
2014,2,84,birdy,skinnylove,5
2014,2,85,ylvis,thefox,8
2014,2,86,christinaperri,athousandyears,5
2014,2,87,londongrammar,nightcall,0
2014,2,88,jessiej,thunder,3
2014,2,89,blackstreet,nodiggity,5
2014,2,90,demilovato,skyscraper,5
2014,2,91,william,bangbang,3
2014,2,92,benpearce,whatimightdo,0
2014,2,93,rizzlekicks,skiptothegoodbit,5
2014,2,94,kaiserchiefs,ipredictariot,0
2014,2,95,lorde,team,5
2014,2,97,keane,somewhereonlyweknow,0
2014,2,99,swedishhousemafia,dontyouworrychild,10
2014,2,100,sagethegemini,gaspedal,0
2014,3,1,samsmith,moneyonmymind,3
2014,3,2,pharrellwilliams,happy,3
2014,3,3,cleanbandit,ratherbe,3
2014,3,5,zedd,staythenight,3
2014,3,6,katyperry,darkhorse,3
2014,3,7,davidguetta,shotmedown,0
2014,3,8,pitbull,timber,0
2014,3,9,katyb,cryingfornoreason,3
2014,3,10,djfresh,dibbydibbysound,3
2014,3,12,beyonceknowles,drunkinlove,3
2014,3,13,imaginedragons,demons,5
2014,3,15,vancejoy,riptide,3
2014,3,16,gorgoncity,readyforyourlove,8
2014,3,18,idinamenzel,letitgo,0
2014,3,19,shakira,cantremembertoforgetyou,0
2014,3,20,bastille,pompeii,5
2014,3,22,jasonderulo,trumpets,3
2014,3,23,beyonceknowles,xo,3
2014,3,25,elliegoulding,howlongwilliloveyou,3
2014,3,26,elliegoulding,goodnessgracious,8
2014,3,27,disclosure,fforyou,0
2014,3,28,leyouth,dancewithme,0
2014,3,29,johnlegend,allofme,4
2014,3,30,neonjungle,braveheart,3
2014,3,31,lorde,team,5
2014,3,33,johnnewman,lovemeagain,0
2014,3,34,onerepublic,countingstars,3
2014,3,35,elliegoulding,burn,3
2014,3,36,lorde,royals,3
2014,3,37,americanauthors,bestdayofmylife,3
2014,3,38,fuseodg,millionpoundgirlbadderthanbad,3
2014,3,39,arcticmonkeys,doiwannaknow,0
2014,3,40,avicii,wakemeup,7
2014,3,41,katyperry,roar,0
2014,3,42,rudimental,waitingallnight,0
2014,3,43,passenger,lethergo,5
2014,3,44,rihanna,whatnow,6
2014,3,45,vamps,wildheart,3
2014,3,46,samsmith,laymedown,3
2014,3,48,eminem,themonster,5
2014,3,49,bastille,ofthenight,0
2014,3,50,tinietempah,lovernotafighter,3
2014,3,51,naughtyboy,lalala,0
2014,3,52,kristenbell,doyouwanttobuildasnowman,3
2014,3,53,jamesblunt,hearttoheart,0
2014,3,54,londongrammar,strong,0
2014,3,55,arcticmonkeys,rumine,0
2014,3,56,jamesblunt,bonfireheart,3
2014,3,57,mileycyrus,adoreyou,3
2014,3,58,martingarrix,animals,0
2014,3,59,disclosure,latch,3
2014,3,60,demilovato,letitgo,3
2014,3,61,brunomars,treasure,6
2014,3,62,robinthicke,blurredlines,7
2014,3,63,mychemicalromance,fakeyourdeath,4
2014,3,64,macklemore,whitewalls,5
2014,3,65,bustarhymes,thankyou,12
2014,3,66,onedirection,storyofmylife,6
2014,3,67,disclosure,whitenoise,4
2014,3,68,rudimental,feelthelove,3
2014,3,69,fatboyslim,eatsleepraverepeat,0
2014,3,70,drake,holdonweregoinghome,3
2014,3,71,justinbieber,confident,0
2014,3,73,rudimental,powerless,3
2014,3,74,onedirection,midnightmemories,0
2014,3,75,kidink,showme,3
2014,3,76,1975,girls,5
2014,3,77,idinamenzel,forthefirsttimeinforever,10
2014,3,78,garybarlow,letmego,0
2014,3,80,awolnation,sail,0
2014,3,81,littlemix,move,6
2014,3,82,imaginedragons,radioactive,0
2014,3,83,lilyallen,somewhereonlyweknow,0
2014,3,85,stormqueen,lookrightthrough,3
2014,3,86,macklemore,cantholdus,3
2014,3,87,jasonderulo,talkdirty,3
2014,3,88,bastille,thingswelostinthefire,0
2014,3,89,edsheeran,iseefire,7
2014,3,90,arcticmonkeys,whydyouonlycallmewhenyourehigh,0
2014,3,91,littlemix,littleme,3
2014,3,92,subfocus,turnbacktime,0
2014,3,93,mileycyrus,wreckingball,5
2014,3,94,christinaperri,athousandyears,5
2014,3,95,rudimental,notgivingin,0
2014,3,96,onedirection,bestsongever,0
2014,3,97,vamps,canwedance,3
2014,3,98,katenash,foundations,5
2014,3,99,fray,howtosavealife,0
2014,4,1,5secondsofsummer,shelookssoperfect,3
2014,4,2,dukedumont,igotu,3
2014,4,4,route94,mylove,9
2014,4,5,johnlegend,allofme,4
2014,4,6,pharrellwilliams,happy,3
2014,4,8,cleanbandit,ratherbe,3
2014,4,9,katyperry,darkhorse,3
2014,4,11,enriqueiglesias,imafreak,0
2014,4,12,samsmith,moneyonmymind,3
2014,4,13,chainsmokers,selfie,0
2014,4,14,avicii,addictedtoyou,6
2014,4,15,chrisbrown,loyal,5
2014,4,16,christinaperri,human,0
2014,4,18,littlemix,wordup,0
2014,4,19,onerepublic,countingstars,3
2014,4,20,coldplay,magic,3
2014,4,22,tiesto,redlights,3
2014,4,23,pitbull,timber,0
2014,4,24,gorgoncity,readyforyourlove,8
2014,4,25,davidguetta,shotmedown,0
2014,4,26,florida,howifeel,4
2014,4,27,idinamenzel,letitgo,0
2014,4,29,treysongz,nana,5
2014,4,31,katyb,cryingfornoreason,3
2014,4,32,beyonceknowles,drunkinlove,3
2014,4,33,haim,ificouldchangeyourmind,3
2014,4,34,elliegoulding,howlongwilliloveyou,3
2014,4,35,americanauthors,bestdayofmylife,3
2014,4,36,zedd,staythenight,3
2014,4,37,jasonderulo,trumpets,3
2014,4,38,londongrammar,heynow,0
2014,4,39,shakira,cantremembertoforgetyou,0
2014,4,40,lilyallen,airballoon,6
2014,4,41,foxes,letgofortonight,3
2014,4,42,kylieminogue,intotheblue,9
2014,4,43,vancejoy,riptide,3
2014,4,44,example,kidsagain,6
2014,4,45,imaginedragons,demons,5
2014,4,48,pixielott,nasty,3
2014,4,49,neighbourhood,sweaterweather,6
2014,4,50,katyperry,roar,0
2014,4,51,avicii,wakemeup,7
2014,4,52,justinbieber,confident,0
2014,4,53,palomafaith,cantrelyonyou,0
2014,4,54,jasonderulo,stupidlove,6
2014,4,55,elbow,onedaylikethis,5
2014,4,56,beyonceknowles,xo,3
2014,4,57,bastille,pompeii,5
2014,4,59,kristenbell,doyouwanttobuildasnowman,3
2014,4,60,djfresh,dibbydibbysound,3
2014,4,61,shakira,empire,5
2014,4,62,lorde,royals,3
2014,4,63,passenger,lethergo,5
2014,4,64,kidink,showme,3
2014,4,65,garybarlow,letmego,0
2014,4,67,jamesblunt,bonfireheart,3
2014,4,68,blackkeys,fever,3
2014,4,69,londongrammar,strong,0
2014,4,70,passenger,whispers,3
2014,4,72,paolonutini,betterman,8
2014,4,73,rundmc,itstricky,3
2014,4,74,disclosure,fforyou,0
2014,4,75,jcole,sheknows,3
2014,4,76,sarabareilles,brave,0
2014,4,77,elliegoulding,burn,3
2014,4,78,eminem,themonster,5
2014,4,79,demilovato,letitgo,3
2014,4,80,christinaperri,athousandyears,5
2014,4,82,elliegoulding,goodnessgracious,8
2014,4,83,skrillex,recess,0
2014,4,85,martingarrix,animals,0
2014,4,87,chasestatus,blkblu,4
2014,4,88,jasonderulo,talkdirty,3
2014,4,89,vamps,wildheart,3
2014,4,90,tpain,updowndothisallday,3
2014,4,91,drake,holdonweregoinghome,3
2014,4,92,robinthicke,blurredlines,7
2014,4,93,awolnation,sail,0
2014,4,95,50cent,pilot,3
2014,4,96,imaginedragons,radioactive,0
2014,4,97,johnnewman,lovemeagain,0
2014,4,98,neonjungle,braveheart,3
2014,4,99,royalblood,littlemonster,0
2014,4,100,arcticmonkeys,doiwannaknow,0
2014,5,1,mrprobz,waves,0
2014,5,2,kiesza,hideaway,3
2014,5,3,sigma,nobodytolove,0
2014,5,4,johnlegend,allofme,4
2014,5,5,cashcash,takemehome,3
2014,5,6,djcassidy,callingallhearts,0
2014,5,7,neonjungle,welcometothejungle,7
2014,5,10,pharrellwilliams,happy,3
2014,5,11,iggyazalea,fancy,0
2014,5,12,aloeblacc,theman,5
2014,5,13,idinamenzel,letitgo,0
2014,5,15,chrisbrown,loyal,5
2014,5,16,cleanbandit,ratherbe,3
2014,5,17,route94,mylove,9
2014,5,18,dukedumont,igotu,3
2014,5,19,katyperry,darkhorse,3
2014,5,20,coldplay,magic,3
2014,5,21,vamps,lastnight,7
2014,5,22,samsmith,moneyonmymind,3
2014,5,23,5secondsofsummer,shelookssoperfect,3
2014,5,24,avicii,addictedtoyou,6
2014,5,25,enriqueiglesias,imafreak,0
2014,5,26,kristenbell,doyouwanttobuildasnowman,3
2014,5,27,chainsmokers,selfie,0
2014,5,28,paolonutini,screamfunkmylifeup,5
2014,5,29,pitbull,timber,0
2014,5,35,justintimberlake,notabadthing,6
2014,5,36,davidguetta,bad,0
2014,5,37,beyonceknowles,drunkinlove,3
2014,5,38,idinamenzel,forthefirsttimeinforever,10
2014,5,39,lanadelrey,godsmonsters,0
2014,5,40,kooks,down,0
2014,5,41,meridiandan,germanwhip,0
2014,5,42,christinaperri,human,0
2014,5,44,palomafaith,cantrelyonyou,0
2014,5,45,onerepublic,countingstars,3
2014,5,46,elliegoulding,howlongwilliloveyou,3
2014,5,47,elyarfox,abilliongirls,5
2014,5,48,gorgoncity,readyforyourlove,8
2014,5,49,onedirection,youi,0
2014,5,50,palomafaith,onlylovecanhurtlikethis,7
2014,5,52,kristenbell,loveisanopendoor,0
2014,5,53,aliciakeys,itsonagain,3
2014,5,54,edsheeran,iseefire,7
2014,5,55,americanauthors,bestdayofmylife,3
2014,5,56,demilovato,letitgo,3
2014,5,57,lilyallen,ourtime,3
2014,5,58,sarabareilles,brave,0
2014,5,60,imaginedragons,demons,5
2014,5,61,avicii,wakemeup,7
2014,5,62,katyb,cryingfornoreason,3
2014,5,63,johnmartin,anywhereforyou,3
2014,5,64,kaiserchiefs,cominghome,0
2014,5,65,robinthicke,blurredlines,7
2014,5,66,katyperry,roar,0
2014,5,67,tiesto,redlights,3
2014,5,68,royalblood,comeonover,0
2014,5,69,garybarlow,letmego,0
2014,5,70,vancejoy,riptide,3
2014,5,71,showtek,cannonballearthquake,0
2014,5,72,rkelly,theworldsgreatest,0
2014,5,73,vamps,wildheart,3
2014,5,74,royalblood,littlemonster,0
2014,5,75,onedirection,storyofmylife,6
2014,5,76,treysongz,nana,5
2014,5,78,passenger,lethergo,5
2014,5,79,bastille,pompeii,5
2014,5,80,mileycyrus,wreckingball,5
2014,5,81,jasonderulo,trumpets,3
2014,5,82,saturdays,notgivingup,5
2014,5,83,brucespringsteen,americanbeauty,8
2014,5,84,joshgad,insummer,19
2014,5,85,paolonutini,ironsky,0
2014,5,86,zedd,staythenight,3
2014,5,87,fuseodg,millionpoundgirlbadderthanbad,3
2014,5,89,coldplay,midnight,0
2014,5,90,jamesblunt,bonfireheart,3
2014,5,91,iggyazalea,blackwidow,6
2014,5,92,nickelback,howyouremindme,3
2014,5,93,justinbieber,confident,0
2014,5,94,pharrellwilliams,marilynmonroe,10
2014,5,95,littlemix,wordup,0
2014,5,96,imaginedragons,radioactive,0
2014,5,97,djfresh,dibbydibbysound,3
2014,5,98,vamps,canwedance,3
2014,5,100,neonjungle,braveheart,3
2014,6,2,samsmith,staywithme,3
2014,6,3,klingande,jubel,0
2014,6,4,mrprobz,waves,0
2014,6,5,ritaora,iwillneverletyoudown,0
2014,6,6,johnlegend,allofme,4
2014,6,7,fuseodg,dangerouslove,0
2014,6,8,palomafaith,onlylovecanhurtlikethis,7
2014,6,9,elliegoulding,beatingheart,0
2014,6,10,calvinharris,summer,4
2014,6,11,pharrellwilliams,happy,3
2014,6,12,michaeljackson,loveneverfeltsogood,0
2014,6,13,idinamenzel,letitgo,0
2014,6,14,coldplay,askyfullofstars,5
2014,6,15,cleanbandit,extraordinary,8
2014,6,16,kiesza,hideaway,3
2014,6,17,twinatlantic,heartandsoul,3
2014,6,18,sigma,nobodytolove,0
2014,6,19,jasonderulo,wiggle,0
2014,6,20,iggyazalea,fancy,0
2014,6,21,lanadelrey,westcoast,8
2014,6,22,onedirection,youi,0
2014,6,23,cleanbandit,ratherbe,3
2014,6,24,chrisbrown,loyal,5
2014,6,25,pharrellwilliams,marilynmonroe,10
2014,6,26,samsmith,moneyonmymind,3
2014,6,28,katyperry,birthday,7
2014,6,29,coldplay,magic,3
2014,6,31,nickiminaj,pillsnpotions,3
2014,6,32,dukedumont,igotu,3
2014,6,33,pitbull,wildwildlove,0
2014,6,34,route94,mylove,9
2014,6,35,edsheeran,one,3
2014,6,36,pitbull,timber,0
2014,6,37,katyperry,darkhorse,3
2014,6,38,kristenbell,doyouwanttobuildasnowman,3
2014,6,39,justintimberlake,notabadthing,6
2014,6,40,littlemix,salute,3
2014,6,43,aloeblacc,theman,5
2014,6,44,5secondsofsummer,shelookssoperfect,3
2014,6,45,vamps,lastnight,7
2014,6,46,zedd,clarity,0
2014,6,47,cashcash,takemehome,3
2014,6,48,afrojack,tenfeettall,3
2014,6,49,elliegoulding,howlongwilliloveyou,3
2014,6,50,onerepublic,countingstars,3
2014,6,51,idinamenzel,forthefirsttimeinforever,10
2014,6,52,foxes,holdingontoheaven,3
2014,6,53,avicii,wakemeup,7
2014,6,54,katyperry,roar,0
2014,6,55,fatjoe,whatsluv,5
2014,6,56,garybarlow,letmego,0
2014,6,57,davidguetta,bad,0
2014,6,59,5secondsofsummer,goodgirls,0
2014,6,60,lanadelrey,onceuponadream,5
2014,6,61,kevinlyttle,turnmeon,0
2014,6,62,vancejoy,riptide,3
2014,6,63,johnnewman,lovemeagain,0
2014,6,64,nero,satisfy,0
2014,6,65,demilovato,letitgo,3
2014,6,66,enriqueiglesias,imafreak,0
2014,6,67,bastille,pompeii,5
2014,6,69,robinthicke,blurredlines,7
2014,6,70,christinaperri,athousandyears,5
2014,6,71,beyonceknowles,drunkinlove,3
2014,6,72,palomafaith,cantrelyonyou,0
2014,6,73,aerosmith,idontwanttomissathing,12
2014,6,75,script,halloffame,3
2014,6,76,aliciakeys,itsonagain,3
2014,6,77,train,heysoulsister,5
2014,6,78,enriqueiglesias,theregoesmybaby,0
2014,6,79,paolonutini,screamfunkmylifeup,5
2014,6,80,kristenbell,loveisanopendoor,0
2014,6,81,edsheeran,iseefire,7
2014,6,83,onedirection,storyofmylife,6
