year,month,rank,artist,song,romance_score
1978,1,30,donnasummer,iloveyou,12
1978,1,32,queen,wearethechampions,0
1978,1,35,dianaross,gettinreadyforlove,6
1978,1,37,bozscaggs,hollywood,5
1978,1,39,santana,shesnotthere,3
1978,1,41,neildiamond,desiree,3
1978,2,6,donnasummer,lovesunkind,5
1978,2,7,billwithers,lovelyday,3
1978,2,8,bonnietyler,itsaheartache,6
1978,2,10,abba,takeachanceonme,0
1978,2,12,heatwave,thegrooveline,0
1978,2,14,crystalgayle,dontitmakemybrowneyesblue,8
1978,2,16,electriclightorchestra,mrbluesky,4
1978,2,26,roseroyce,wishingonastar,3
1978,2,28,smokie,forafewdollarsmore,3
1978,2,31,beegees,howdeepisyourlove,13
1978,2,34,beegees,stayinalive,6
1978,2,35,lindaronstadt,bluebayou,13
1978,2,39,davidbowie,beautyandthebeast,5
1978,2,40,donnasummer,iloveyou,12
1978,2,50,stranglers,fiveminutes,3
1978,3,1,abba,takeachanceonme,0
1978,3,3,roseroyce,wishingonastar,3
1978,3,4,beegees,stayinalive,6
1978,3,5,katebush,wutheringheights,3
1978,3,7,electriclightorchestra,mrbluesky,4
1978,3,11,blondie,denis,6
1978,3,14,gerryrafferty,bakerstreet,3
1978,3,19,billyjoel,justthewayyouare,3
1978,3,21,earthwindandfire,fantasy,7
1978,3,23,stranglers,fiveminutes,3
1978,3,26,smokie,forafewdollarsmore,3
1978,3,29,billwithers,lovelyday,3
1978,3,30,donnasummer,rumourhasit,3
1978,3,34,heatwave,thegrooveline,0
1978,3,35,clash,clashcityrockers,7
1978,3,36,hotchocolate,every1sawinner,0
1978,3,40,queen,spreadyourwings,3
1978,3,42,jacksons,eventhoughyouregone,0
1978,3,43,carpenters,sweetsweetsmile,5
1978,3,48,buzzcocks,whatdoiget,0
1978,3,50,danhill,sometimeswhenwetouch,5
1978,4,1,katebush,wutheringheights,3
1978,4,2,blondie,denis,6
1978,4,3,gerryrafferty,bakerstreet,3
1978,4,10,suziquatro,ifyoucantgivemelove,3
1978,4,12,roseroyce,wishingonastar,3
1978,4,13,hotchocolate,every1sawinner,0
1978,4,15,abba,takeachanceonme,0
1978,4,16,earthwindandfire,fantasy,7
1978,4,18,genesis,followyoufollowme,5
1978,4,19,beegees,stayinalive,6
1978,4,22,donnasummer,rumourhasit,3
1978,4,23,electriclightorchestra,mrbluesky,4
1978,4,25,andrewgold,neverletherslipaway,3
1978,4,26,danhill,sometimeswhenwetouch,5
1978,4,30,drhook,morelikethemovies,5
1978,4,34,billyjoel,justthewayyouare,3
1978,4,39,stranglers,fiveminutes,3
1978,4,40,jam,newsoftheworld,0
1978,5,1,beegees,nightfever,5
1978,5,5,andrewgold,neverletherslipaway,3
1978,5,8,suziquatro,ifyoucantgivemelove,3
1978,5,11,genesis,followyoufollowme,5
1978,5,15,boomtownrats,shessomodern,3
1978,5,17,gerryrafferty,bakerstreet,3
1978,5,18,danhill,sometimeswhenwetouch,5
1978,5,20,drhook,morelikethemovies,5
1978,5,27,stranglers,nicensleazy,3
1978,5,29,donnasummer,backinloveagain,0
1978,5,34,blondie,denis,6
1978,5,35,blondie,imalwaystouchedbyyourpresencedear,0
1978,5,36,kcandthesunshineband,boogieshoes,0
1978,5,40,foreigner,feelslikethefirsttime,5
1978,5,43,hotchocolate,every1sawinner,0
1978,5,48,eltonjohn,ego,0
1978,5,50,barrymanilow,cantsmilewithoutyou,0
1978,6,3,beegees,nightfever,5
1978,6,12,smokie,ohcarol,3
1978,6,15,blondie,imalwaystouchedbyyourpresencedear,0
1978,6,21,stranglers,nicensleazy,3
1978,6,22,manfredmannsearthband,davysontheroadagain,3
1978,6,29,andrewgold,neverletherslipaway,3
1978,6,32,rollingstones,missyou,0
1978,6,33,boomtownrats,shessomodern,3
1978,6,34,blueoystercult,dontfearthereaper,0
1978,6,38,thinlizzy,rosalie,0
1978,6,41,blacksabbath,neversaydie,0
1978,6,43,barrymanilow,cantsmilewithoutyou,0
1978,6,47,andygibb,shadowdancing,10
1978,6,53,robertpalmer,everykindapeople,5
1978,6,56,heatwave,mindblowingdecisions,5
1978,6,62,foreigner,feelslikethefirsttime,5
1978,6,64,suziquatro,ifyoucantgivemelove,3
1978,6,69,beegees,stayinalive,6
1978,6,70,kcandthesunshineband,boogieshoes,0
1978,6,72,genesis,followyoufollowme,5
1978,6,73,donnasummer,backinloveagain,0
1978,7,4,rollingstones,missyou,0
1978,7,5,motors,airport,0
1978,7,9,manfredmannsearthband,davysontheroadagain,3
1978,7,11,smokie,ohcarol,3
1978,7,12,heatwave,mindblowingdecisions,5
1978,7,13,boomtownrats,likeclockwork,0
1978,7,15,beegees,nightfever,5
1978,7,18,blueoystercult,dontfearthereaper,0
1978,7,21,blacksabbath,neversaydie,0
1978,7,31,thinlizzy,rosalie,0
1978,7,32,clash,whitemaninhammersmithpalais,4
1978,7,36,electriclightorchestra,wildwesthero,0
1978,7,42,billyjoel,movinoutanthonyssong,0
1978,7,44,commodores,flyinghigh,3
1978,7,48,elvispresley,dontbecruel,3
1978,7,53,andrewgold,howcanthisbelove,6
1978,7,58,jacksonbrowne,stay,0
1978,7,60,donnasummer,lastdance,0
1978,7,67,trammps,discoinferno,0
1978,7,71,blondie,imalwaystouchedbyyourpresencedear,0
1978,7,74,kansas,carryonwaywardson,3
1978,8,6,electriclightorchestra,wildwesthero,0
1978,8,8,boomtownrats,likeclockwork,0
1978,8,14,joewalsh,lifesbeengood,0
1978,8,15,jacksonbrowne,stay,0
1978,8,18,motors,airport,0
1978,8,22,andrewgold,howcanthisbelove,6
1978,8,26,bobdylan,babystopcrying,0
1978,8,28,who,whoareyou,0
1978,8,32,elvispresley,dontbecruel,3
1978,8,33,blueoystercult,dontfearthereaper,0
1978,8,34,rollingstones,missyou,0
1978,8,35,buzzcocks,loveyoumore,3
1978,8,38,beegees,nightfever,5
1978,8,39,heatwave,mindblowingdecisions,5
1978,8,41,foreigner,coldasice,0
1978,8,46,commodores,threetimesalady,5
1978,8,47,kcandthesunshineband,itsthesameoldsong,5
1978,8,48,suziquatro,theraceison,3
1978,8,50,ufo,onlyyoucanrockme,0
1978,8,51,trammps,discoinferno,0
1978,8,53,barrymanilow,somewhereinthenight,8
1978,8,54,dianaross,lovinlivingivin,10
1978,8,55,donnasummer,lastdance,0
1978,8,56,smokie,ohcarol,3
1978,8,59,manfredmannsearthband,davysontheroadagain,3
1978,8,62,rickjames,youandi,3
1978,8,64,genesis,manytoomany,0
1978,8,66,commodores,flyinghigh,3
1978,8,69,bryanferry,signofthetimes,0
1978,8,72,thinlizzy,rosalie,0
1978,8,73,kansas,carryonwaywardson,3
1978,8,74,clash,whitemaninhammersmithpalais,4
1978,9,1,commodores,threetimesalady,5
1978,9,4,10cc,dreadlockholiday,0
1978,9,6,davidessex,ohwhatacircus,5
1978,9,13,bobdylan,babystopcrying,0
1978,9,18,who,whoareyou,0
1978,9,19,andygibb,aneverlastinglove,11
1978,9,21,stranglers,walkonby,0
1978,9,23,blondie,picturethis,0
1978,9,25,siouxsieandthebanshees,hongkonggarden,8
1978,9,30,joewalsh,lifesbeengood,0
1978,9,33,exile,kissyouallover,10
1978,9,36,meatloaf,twooutofthreeaintbad,0
1978,9,37,jacksonbrowne,stay,0
1978,9,39,statusquo,againandagain,0
1978,9,40,bryanferry,signofthetimes,0
1978,9,44,barrymanilow,somewhereinthenight,8
1978,9,45,foreigner,coldasice,0
1978,9,49,crystalgayle,talkinginyoursleep,7
1978,9,50,electriclightorchestra,wildwesthero,0
1978,9,52,boomtownrats,likeclockwork,0
1978,9,59,elvispresley,dontbecruel,3
1978,9,66,devo,comebackjonee,0
1978,9,74,motors,airport,0
1978,10,2,roseroyce,lovedontlivehereanymore,3
1978,10,4,10cc,dreadlockholiday,0
1978,10,5,abba,summernightcity,3
1978,10,9,boneym,rasputin,10
1978,10,10,exile,kissyouallover,10
1978,10,11,davidessex,ohwhatacircus,5
1978,10,12,commodores,threetimesalady,5
1978,10,14,blondie,picturethis,0
1978,10,15,crystalgayle,talkinginyoursleep,7
1978,10,17,electriclightorchestra,sweettalkinwoman,7
1978,10,19,siouxsieandthebanshees,hongkonggarden,8
1978,10,20,statusquo,againandagain,0
1978,10,23,jacksons,blameitontheboogie,5
1978,10,25,andygibb,aneverlastinglove,11
1978,10,27,smokie,mexicangirl,3
1978,10,34,rollingstones,respectable,0
1978,10,39,ojays,brandy,5
1978,10,40,rainbow,laconnection,11
1978,10,43,gordonlightfoot,daylightkaty,0
1978,10,47,ramones,dontcomeclose,3
1978,10,53,deeppurple,burn,0
1978,10,63,boston,dontlookback,0
1978,10,64,chrisrea,foolifyouthinkitsover,3
1978,10,66,earthwindandfire,gottogetyouintomylife,5
1978,10,67,who,whoareyou,0
1978,10,68,meatloaf,twooutofthreeaintbad,0
1978,10,73,bobdylan,babystopcrying,0
1978,10,75,police,cantstandlosingyou,3
1978,11,3,boomtownrats,rattrap,5
1978,11,4,boneym,rasputin,10
1978,11,5,donnasummer,macarthurpark,3
1978,11,6,electriclightorchestra,sweettalkinwoman,7
1978,11,8,jacksons,blameitontheboogie,5
1978,11,15,jam,downinthetubestationatmidnight,5
1978,11,16,roseroyce,lovedontlivehereanymore,3
1978,11,18,crystalgayle,talkinginyoursleep,7
1978,11,22,smokie,mexicangirl,3
1978,11,23,rollingstones,respectable,0
1978,11,24,olivianewtonjohn,hopelesslydevotedtoyou,3
1978,11,30,eltonjohn,parttimelove,10
1978,11,31,undertones,teenagekicks,0
1978,11,32,ojays,brandy,5
1978,11,37,earthwindandfire,gottogetyouintomylife,5
1978,11,41,chrisrea,foolifyouthinkitsover,3
1978,11,42,foreigner,hotblooded,5
1978,11,48,exile,kissyouallover,10
1978,11,54,abba,summernightcity,3
1978,11,56,bobdylan,isyourloveinvain,5
1978,11,65,commodores,threetimesalady,5
1978,11,66,blondie,picturethis,0
1978,11,69,andrewgold,thankyouforbeingafriend,8
1978,11,70,police,cantstandlosingyou,3
1978,11,71,blacksabbath,hardroad,0
1978,11,73,boston,dontlookback,0
1978,11,74,10cc,dreadlockholiday,0
1978,12,1,rodstewart,dayathinkimsexy,0
1978,12,2,boomtownrats,rattrap,5
1978,12,3,olivianewtonjohn,hopelesslydevotedtoyou,3
1978,12,4,cars,mybestfriendsgirl,8
1978,12,5,blondie,hangingonthetelephone,0
1978,12,14,beegees,toomuchheaven,3
1978,12,16,eltonjohn,parttimelove,10
1978,12,25,villagepeople,ymca,9
1978,12,28,buzzcocks,promises,3
1978,12,29,clash,tommygun,9
1978,12,33,jacksons,blameitontheboogie,5
1978,12,34,donnasummer,macarthurpark,3
1978,12,36,statusquo,accidentprone,3
1978,12,41,boneym,rasputin,10
1978,12,42,jam,downinthetubestationatmidnight,5
1978,12,44,chakakhan,imeverywoman,0
1978,12,50,leosayer,raininginmyheart,4
1978,12,51,electriclightorchestra,sweettalkinwoman,7
1978,12,52,hotchocolate,illputyoutogetheragain,0
1978,12,53,santana,wellallright,0
1978,12,54,katebush,hammerhorror,3
1978,12,62,commodores,justtobeclosetoyou,21
1978,12,73,billyjoel,mylife,3
1979,1,1,villagepeople,ymca,9
1979,1,5,eltonjohn,songforguy,0
1979,1,8,beegees,toomuchheaven,3
1979,1,11,rodstewart,dayathinkimsexy,0
1979,1,15,chakakhan,imeverywoman,0
1979,1,16,hotchocolate,illputyoutogetheragain,0
1979,1,18,earthwindandfire,september,8
1979,1,19,clash,tommygun,9
1979,1,20,buzzcocks,promises,3
1979,1,21,olivianewtonjohn,alittlemorelove,14
1979,1,22,blondie,hangingonthetelephone,0
1979,1,23,leosayer,raininginmyheart,4
1979,1,29,barrywhite,justthewayyouare,3
1979,1,33,annemurray,youneededme,3
1979,1,37,boomtownrats,rattrap,5
1979,1,38,billyjoel,mylife,3
1979,1,42,shalamar,takethattothebank,0
1979,1,45,barrymanilow,coulditbemagic,5
1979,1,49,eltonjohn,parttimelove,10
1979,1,53,cars,mybestfriendsgirl,8
1979,1,54,eagles,pleasecomehomeforchristmas,9
1979,1,56,statusquo,accidentprone,3
1979,1,57,olivianewtonjohn,hopelesslydevotedtoyou,3
1979,1,68,alicecooper,howyougonnaseemenow,3
1979,2,1,blondie,heartofglass,3
1979,2,4,villagepeople,ymca,9
1979,2,5,earthwindandfire,september,8
1979,2,6,olivianewtonjohn,alittlemorelove,14
1979,2,8,abba,chiquitita,5
1979,2,13,barrywhite,justthewayyouare,3
1979,2,14,billyjoel,mylife,3
1979,2,18,chakakhan,imeverywoman,0
1979,2,21,shalamar,takethattothebank,0
1979,2,22,hotchocolate,illputyoutogetheragain,0
1979,2,24,annemurray,youneededme,3
1979,2,26,eltonjohn,songforguy,0
1979,2,29,beegees,toomuchheaven,3
1979,2,30,barrymanilow,coulditbemagic,5
1979,2,31,judaspriest,takeontheworld,0
1979,2,36,andygibb,ourlovedontthrowitallaway,10
1979,2,39,ufo,doctordoctor,3
1979,2,44,rodstewart,aintloveabitch,11
1979,2,47,gloriagaynor,iwillsurvive,0
1979,2,51,nazareth,maythesunshine,0
1979,2,53,jacksons,destiny,3
1979,2,57,rodstewart,dayathinkimsexy,0
1979,2,61,pointersisters,everybodyisastar,0
1979,2,65,undertones,getoveryou,5
1979,2,72,roseroyce,iminloveandilovethefeeling,5
1979,2,74,clash,tommygun,9
1979,3,1,beegees,tragedy,3
1979,3,2,blondie,heartofglass,3
1979,3,4,gloriagaynor,iwillsurvive,0
1979,3,5,abba,chiquitita,5
1979,3,13,rodstewart,aintloveabitch,11
1979,3,16,judaspriest,takeontheworld,0
1979,3,17,meatloaf,batoutofhell,3
1979,3,22,nazareth,maythesunshine,0
1979,3,26,boneym,painterman,0
1979,3,28,queen,dontstopmenow,0
1979,3,29,cars,justwhatineeded,5
1979,3,30,annemurray,youneededme,3
1979,3,31,toto,holdtheline,0
1979,3,34,pretenders,stopyoursobbing,5
1979,3,35,donnasummer,heavenknows,0
1979,3,37,doobiebrothers,whatafoolbelieves,3
1979,3,38,billyjoel,mylife,3
1979,3,39,clash,englishcivilwar,4
1979,3,43,roxymusic,trash,0
1979,3,44,andygibb,ourlovedontthrowitallaway,10
1979,3,45,foreigner,bluemorningblueday,4
1979,3,46,thinlizzy,waitingforanalibi,0
1979,3,53,villagepeople,ymca,9
1979,3,54,jacksons,destiny,3
1979,3,56,ufo,doctordoctor,3
1979,3,58,barrywhite,justthewayyouare,3
1979,3,60,neildiamond,foreverinbluejeans,8
1979,3,66,artgarfunkel,brighteyes,7
1979,3,67,olivianewtonjohn,alittlemorelove,14
1979,3,71,earthwindandfire,september,8
1979,4,1,gloriagaynor,iwillsurvive,0
1979,4,2,villagepeople,inthenavy,3
1979,4,3,artgarfunkel,brighteyes,7
1979,4,8,direstraits,sultansofswing,0
1979,4,13,queen,dontstopmenow,0
1979,4,16,jam,strangetown,8
1979,4,17,thinlizzy,waitingforanalibi,0
1979,4,20,cars,justwhatineeded,5
1979,4,22,toto,holdtheline,0
1979,4,23,jacksons,shakeyourbodydowntotheground,3
1979,4,26,neildiamond,foreverinbluejeans,8
1979,4,27,katebush,wow,0
1979,4,28,siouxsieandthebanshees,thestaircasemystery,3
1979,4,30,clash,englishcivilwar,4
1979,4,31,beegees,tragedy,3
1979,4,34,pointersisters,fire,3
1979,4,39,buzzcocks,everybodyshappynowadays,3
1979,4,55,beachboys,herecomesthenight,3
1979,4,56,doobiebrothers,whatafoolbelieves,3
1979,4,57,cliffrichard,greenlight,0
1979,4,58,blondie,heartofglass,3
1979,4,59,boneym,painterman,0
1979,4,60,barrywhite,shalalameansiloveyou,6
1979,4,62,ufo,shootshoot,0
1979,4,63,roxymusic,trash,0
1979,4,65,manfredmannsearthband,youangelyou,0
1979,4,67,pretenders,stopyoursobbing,5
1979,4,68,georgebenson,loveballad,3
1979,4,70,georgeharrison,blowaway,13
1979,4,74,donnasummer,heavenknows,0
1979,5,1,artgarfunkel,brighteyes,7
1979,5,6,jacksons,shakeyourbodydowntotheground,3
1979,5,13,beegees,loveyouinsideout,13
1979,5,17,katebush,wow,0
1979,5,18,neildiamond,foreverinbluejeans,8
1979,5,19,abba,doesyourmotherknow,8
1979,5,24,siouxsieandthebanshees,thestaircasemystery,3
1979,5,25,garymoore,parisiennewalkways,0
1979,5,27,police,roxanne,0
1979,5,28,undertones,jimmyjimmy,0
1979,5,29,georgebenson,loveballad,3
1979,5,31,davidbowie,boyskeepswinging,0
1979,5,34,roxymusic,danceaway,7
1979,5,36,direstraits,sultansofswing,0
1979,5,41,beachboys,herecomesthenight,3
1979,5,43,villagepeople,inthenavy,3
1979,5,47,gloriagaynor,iwillsurvive,0
1979,5,49,tubes,primetime,3
1979,5,50,billyjoel,untilthenight,10
1979,5,51,jam,strangetown,8
1979,5,52,who,longliverock,0
1979,5,62,chrisrea,diamonds,3
1979,5,63,cheaptrick,iwantyoutowantme,0
1979,5,66,pointersisters,fire,3
1979,5,68,rodstewart,blondeshavemorefun,0
1979,5,72,doobiebrothers,whatafoolbelieves,3
1979,6,1,blondie,sundaygirl,10
1979,6,2,roxymusic,danceaway,7
1979,6,6,abba,doesyourmotherknow,8
1979,6,7,davidbowie,boyskeepswinging,0
1979,6,8,artgarfunkel,brighteyes,7
1979,6,10,garymoore,parisiennewalkways,0
1979,6,11,donnasummer,hotstuff,6
1979,6,12,police,roxanne,0
1979,6,16,electriclightorchestra,shinealittlelove,3
1979,6,20,undertones,jimmyjimmy,0
1979,6,29,cheaptrick,iwantyoutowantme,0
1979,6,34,tubes,primetime,3
1979,6,36,elviscostello,accidentswillhappen,3
1979,6,37,gerryrafferty,nightowl,3
1979,6,46,beegees,loveyouinsideout,13
1979,6,48,eddygrant,livingonthefrontline,3
1979,6,52,hotchocolate,mindlessboogie,0
1979,6,58,jacksons,shakeyourbodydowntotheground,3
1979,6,60,judaspriest,eveningstar,0
1979,6,66,lindaronstadt,alison,3
1979,6,67,xtc,lifebeginsatthehop,0
1979,6,68,kennyrogers,shebelievesinme,3
1979,7,5,gerryrafferty,nightowl,3
1979,7,9,sexpistols,cmoneverybody,0
1979,7,10,roxymusic,danceaway,7
1979,7,11,blondie,sundaygirl,10
1979,7,12,eddygrant,livingonthefrontline,3
1979,7,18,villagepeople,gowest,6
1979,7,26,thinlizzy,doanythingyouwantto,3
1979,7,28,beachboys,ladylynda,3
1979,7,32,supertramp,breakfastinamerica,3
1979,7,37,electriclightorchestra,shinealittlelove,3
1979,7,39,donnasummer,badgirls,3
1979,7,41,knack,mysharona,7
1979,7,44,donnasummer,hotstuff,6
1979,7,45,manfredmannsearthband,dontkillitcarol,0
1979,7,47,siouxsieandthebanshees,playgroundtwist,0
1979,7,50,kiss,iwasmadeforlovinyou,5
1979,7,55,kennyrogers,shebelievesinme,3
1979,7,56,artgarfunkel,sinceidonthaveyou,3
1979,7,60,police,cantstandlosingyou,3
1979,7,63,motorhead,noclass,0
1979,7,64,olivianewtonjohn,deeperthanthenight,3
1979,7,65,artgarfunkel,brighteyes,7
1979,7,67,davidbowie,boyskeepswinging,0
1979,8,1,boomtownrats,idontlikemondays,3
1979,8,2,police,cantstandlosingyou,3
1979,8,8,knack,mysharona,7
1979,8,9,supertramp,breakfastinamerica,3
1979,8,10,sparks,beattheclock,0
1979,8,14,cliffrichard,wedonttalkanymore,5
1979,8,15,donnasummer,badgirls,3
1979,8,16,sexpistols,cmoneverybody,0
1979,8,17,electriclightorchestra,thediaryofhoracewimp,0
1979,8,18,beachboys,ladylynda,3
1979,8,24,thinlizzy,doanythingyouwantto,3
1979,8,26,earthwindandfire,afterthelovehasgone,8
1979,8,32,buzzcocks,harmonyinmyhead,3
1979,8,33,pretenders,kid,6
1979,8,34,undertones,herecomesthesummer,0
1979,8,36,davidbowie,dj,0
1979,8,38,gerryrafferty,nightowl,3
1979,8,40,dianaross,theboss,3
1979,8,46,artgarfunkel,sinceidonthaveyou,3
1979,8,48,eddygrant,livingonthefrontline,3
1979,8,52,cars,letsgo,3
1979,8,53,direstraits,ladywriter,0
1979,8,54,nazareth,star,6
1979,8,59,hotchocolate,goingthroughthemotions,5
1979,8,60,villagepeople,gowest,6
1979,8,61,kiss,iwasmadeforlovinyou,5
1979,8,64,siouxsieandthebanshees,playgroundtwist,0
1979,8,66,joejackson,isshereallygoingoutwithhim,3
1979,8,72,blondie,sundaygirl,10
1979,8,74,doobiebrothers,minutebyminute,3
1979,9,1,cliffrichard,wedonttalkanymore,5
1979,9,2,boomtownrats,idontlikemondays,3
1979,9,4,roxymusic,angeleyes,5
1979,9,5,earthwindandfire,afterthelovehasgone,8
1979,9,13,joejackson,isshereallygoingoutwithhim,3
1979,9,18,jam,whenyoureyoung,0
1979,9,19,electriclightorchestra,thediaryofhoracewimp,0
1979,9,20,garynuman,cars,0
1979,9,22,bellamybrothers,ifisaidyouhadabeautifulbodywouldyouholditagainstme,0
1979,9,25,stranglers,duchess,3
1979,9,32,sparks,beattheclock,0
1979,9,38,electriclightorchestra,dontbringmedown,0
1979,9,39,police,cantstandlosingyou,3
1979,9,40,gerryrafferty,getitrightnexttime,3
1979,9,43,b52s,rocklobster,0
1979,9,48,commodores,sailon,6
1979,9,54,supertramp,breakfastinamerica,3
1979,9,56,knack,mysharona,7
1979,9,58,donnasummer,badgirls,3
1979,9,63,direstraits,ladywriter,0
1979,9,64,donnasummer,dimallthelights,5
1979,9,69,scorpions,lovedrive,3
1979,9,73,dianaross,theboss,3
1979,9,74,madness,theprince,0
1979,10,1,police,messageinabottle,3
1979,10,2,blondie,dreaming,0
1979,10,3,garynuman,cars,0
1979,10,4,statusquo,whateveryouwant,0
1979,10,5,bellamybrothers,ifisaidyouhadabeautifulbodywouldyouholditagainstme,0
1979,10,6,buggles,videokilledtheradiostar,0
1979,10,7,michaeljackson,dontstoptilyougetenough,5
1979,10,10,electriclightorchestra,dontbringmedown,0
1979,10,13,commodores,sailon,6
1979,10,16,madness,theprince,0
1979,10,17,cliffrichard,wedonttalkanymore,5
1979,10,32,donnasummer,dimallthelights,5
1979,10,36,roxymusic,angeleyes,5
1979,10,38,charliedanielsband,thedevilwentdowntogeorgia,0
1979,10,40,drhook,whenyoureinlovewithabeautifulwoman,3
1979,10,41,ojays,singahappysong,8
1979,10,42,xtc,makingplansfornigel,5
1979,10,43,stranglers,duchess,3
1979,10,47,siouxsieandthebanshees,mittageisenmetalpostcard,0
1979,10,49,beachboys,sumahama,0
1979,10,50,gerryrafferty,getitrightnexttime,3
1979,10,53,fleetwoodmac,tusk,0
1979,10,66,gloriagaynor,letmeknowihavearight,8
1979,10,67,jam,whenyoureyoung,0
1979,10,68,earthwindandfire,star,3
1979,10,74,boomtownrats,idontlikemondays,3
1979,10,75,dianaross,noonegetstheprize,0
1979,11,2,drhook,whenyoureinlovewithabeautifulwoman,3
1979,11,5,buggles,videokilledtheradiostar,0
1979,11,6,michaeljackson,dontstoptilyougetenough,5
1979,11,8,fleetwoodmac,tusk,0
1979,11,10,queen,crazylittlethingcalledlove,5
1979,11,12,police,messageinabottle,3
1979,11,13,blondie,dreaming,0
1979,11,14,charliedanielsband,thedevilwentdowntogeorgia,0
1979,11,16,earthwindandfire,star,3
1979,11,19,statusquo,whateveryouwant,0
1979,11,20,suziquatro,shesinlovewithyou,8
1979,11,23,xtc,makingplansfornigel,5
1979,11,29,jam,theetonrifles,3
1979,11,32,commodores,still,3
1979,11,37,gloriagaynor,letmeknowihavearight,8
1979,11,40,bellamybrothers,ifisaidyouhadabeautifulbodywouldyouholditagainstme,0
1979,11,43,thinlizzy,sarah,11
1979,11,44,garynuman,cars,0
1979,11,45,sparks,tryoutsforthehumanrace,5
1979,11,49,eagles,heartachetonight,3
1979,11,53,madness,theprince,0
1979,11,59,supertramp,goodbyestranger,7
1979,11,62,ojays,singahappysong,8
1979,11,68,vanmorrison,brightsideoftheroad,0
1979,11,73,cliffrichard,hotshot,0
1979,12,1,drhook,whenyoureinlovewithabeautifulwoman,3
1979,12,2,queen,crazylittlethingcalledlove,5
1979,12,4,commodores,still,3
1979,12,5,police,walkingonthemoon,3
1979,12,6,garynuman,complex,0
1979,12,7,madness,onestepbeyond,0
1979,12,9,jam,theetonrifles,3
1979,12,13,boomtownrats,diamondsmiles,3
1979,12,21,blondie,unioncityblue,4
1979,12,24,thinlizzy,sarah,11
1979,12,25,michaeljackson,offthewall,0
1979,12,27,suziquatro,shesinlovewithyou,8
1979,12,34,roseroyce,isitloveyoureafter,0
1979,12,36,statusquo,livingonanisland,8
1979,12,38,sugarhillgang,rappersdelight,22
1979,12,44,dianaross,itsmyhouse,0
1979,12,47,pretenders,brassinpocket,3
1979,12,49,police,fallout,0
1979,12,51,fleetwoodmac,tusk,0
1979,12,52,steviewonder,sendoneyourlove,3
1979,12,53,shalamar,thesecondtimearound,3
1979,12,60,cliffrichard,hotshot,0
1979,12,61,paulmccartney,wonderfulchristmastime,0
1979,12,63,defleppard,wasted,0
1979,12,64,michaeljackson,dontstoptilyougetenough,5
1979,12,65,xtc,makingplansfornigel,5
